episode,return,G_val,total_rate,loss_actor,loss_critic,loss,entropy,advantage_mean,advantage_std,grad_norm,sec
54,11435.6474609375,,18895.84815597534,0.01443499606102705,70556552.0,35278276.0,13.456564903259277,-3.1590460025654465e-08,0.9999999403953552,9854.7451171875,137.22667527198792
55,10754.09375,,18250.03270149231,-0.008988237008452415,67405080.0,33702540.0,13.471953392028809,3.993511299427155e-08,0.9999999403953552,9223.0322265625,139.64661026000977
56,10616.2138671875,,17493.203660964966,-0.02553541213274002,59293696.0,29646848.0,13.473764419555664,5.364417887676609e-08,1.0,8372.23828125,142.0213131904602
57,10906.935546875,,18498.202354431152,-0.007722682785242796,71274824.0,35637412.0,13.454141616821289,5.7220457705398076e-08,0.9999999403953552,10206.921875,144.5404601097107
58,13372.099609375,,22049.83360671997,-0.006776380352675915,93037088.0,46518544.0,13.430856704711914,-8.404254714378112e-08,1.0,14125.0205078125,147.13328099250793
59,11349.60546875,,19195.570203781128,-0.07681767642498016,78359480.0,39179740.0,13.433637619018555,5.7220457705398076e-08,0.9999999403953552,11975.8359375,149.7429461479187
60,12963.1064453125,10586.3828125,20944.309120178223,-0.14141741394996643,79190776.0,39595388.0,13.381294250488281,-5.900859889607091e-08,1.0,18875.42578125,154.4415180683136
61,12336.9951171875,,20365.277492523193,-0.048953209072351456,82732008.0,41366004.0,13.448681831359863,1.436471990245991e-07,0.9999999403953552,11289.4189453125,156.93413829803467
62,12170.501953125,,20392.539898872375,-0.08943742513656616,84533152.0,42266576.0,13.468408584594727,9.775161657898934e-08,0.9999999403953552,10368.2158203125,159.2977499961853
63,11298.6943359375,,19173.317457199097,0.036541443318128586,76931776.0,38465888.0,13.487454414367676,-6.496906479469544e-08,0.9999999403953552,9417.8349609375,161.7918632030487
64,12023.7578125,,20434.1156539917,-0.011745128780603409,86878184.0,43439092.0,13.466691970825195,-1.2218951894737984e-07,0.9999999403953552,10659.4609375,164.19203209877014
65,10508.2958984375,,17465.84745979309,0.027291573584079742,61204680.0,30602340.0,13.43858528137207,1.0311603659829416e-07,1.0,10919.9453125,166.61094522476196
66,12208.369140625,,20584.918009757996,-0.050461720675230026,87159968.0,43579984.0,13.464255332946777,-5.364417887676609e-08,1.0,10964.4326171875,168.99766612052917
67,11853.095703125,,19987.98801279068,-0.03910445049405098,81754320.0,40877160.0,13.486830711364746,-1.9669533557475916e-08,1.0,9845.7119140625,171.13928127288818
68,9952.14453125,,16607.1131439209,-0.05254845693707466,57142220.0,28571110.0,13.416350364685059,-3.1590460025654465e-08,0.9999999403953552,12161.365234375,173.37190127372742
69,11313.75390625,,18732.61874771118,-0.11216054111719131,69817128.0,34908564.0,13.395072937011719,-1.0848045661759897e-07,0.9999999403953552,15834.982421875,175.45519518852234
70,11156.3115234375,,18508.367433547974,-0.05655740574002266,68350328.0,34175164.0,13.419286727905273,-1.1146068601419756e-07,0.9999999403953552,13174.3935546875,177.67551112174988
71,12145.2919921875,,20302.89904975891,-0.03493991866707802,83947184.0,41973592.0,13.397636413574219,3.33786012163273e-08,0.9999999403953552,16730.09375,180.1127359867096
72,11924.4404296875,,19532.137413024902,-0.12400674819946289,69598200.0,34799100.0,13.41309928894043,-1.6510486489096365e-07,1.0,16072.73046875,182.44617438316345
73,11181.5830078125,,18677.44624900818,-0.0524083711206913,69190240.0,34595120.0,13.40797233581543,1.829862554814099e-07,1.0,17967.150390625,184.64168620109558
74,12864.2099609375,,20982.11033630371,-0.045393649488687515,86687304.0,43343652.0,13.459892272949219,2.6822089438383045e-08,1.0,12457.66015625,186.9454960823059
75,11923.4130859375,,20509.406566619873,0.008247013203799725,90543640.0,45271820.0,13.48602294921875,-1.1920929132713809e-08,0.9999999403953552,10810.259765625,189.12817525863647
76,11632.5400390625,,19774.025450706482,0.017743758857250214,82326120.0,41163060.0,13.436284065246582,-6.616115655333488e-08,0.9999999403953552,14594.9541015625,191.23212814331055
77,12404.380859375,,20926.680535316467,-0.040232591331005096,91729896.0,45864948.0,13.437250137329102,5.424022830879949e-08,0.9999999403953552,15221.8427734375,193.43500900268555
78,10776.8935546875,,17819.439219474792,-0.06384726613759995,61991712.0,30995856.0,13.433476448059082,-9.95397542169485e-08,0.9999999403953552,14950.1728515625,195.47725105285645
79,13337.375,,22185.660732269287,-0.11632582545280457,97302224.0,48651112.0,13.384037017822266,-4.410743770222325e-08,1.0,25475.087890625,197.76669812202454
80,11206.45703125,10880.7080078125,17468.589477539062,-0.13270212709903717,52360352.0,26180176.0,13.383051872253418,2.8610228852699038e-08,0.9999999403953552,22538.958984375,201.72304821014404
81,10464.9775390625,,17614.80908203125,-0.14494089782238007,61415788.0,30707894.0,13.387986183166504,-8.046627186786282e-08,0.9999999403953552,18218.107421875,204.12068510055542
82,13566.4853515625,,22173.066932678223,-0.13512104749679565,92636096.0,46318048.0,13.40837287902832,1.0907650249691869e-07,0.9999999403953552,23420.7109375,206.25679636001587
83,12349.0341796875,,20930.810466766357,-0.07132908701896667,91408304.0,45704152.0,13.43344497680664,-5.06639494801675e-08,1.0,19360.935546875,208.48010921478271
84,12250.626953125,,19933.118766784668,-0.14931327104568481,72497424.0,36248712.0,13.408169746398926,4.76837147544984e-09,1.0,21294.44140625,210.74024415016174
85,12696.5458984375,,20906.529423713684,-0.07104910165071487,83260224.0,41630112.0,13.460248947143555,-9.059905892172537e-08,1.0000001192092896,13941.88671875,213.09053206443787
86,11409.947265625,,18215.51976966858,0.006823367904871702,62103588.0,31051794.0,13.4592866897583,-3.039836826701503e-08,0.9999999403953552,13324.0400390625,215.77379608154297
87,11932.89453125,,19734.72811317444,-0.09308577328920364,77192224.0,38596112.0,13.434701919555664,-8.34465012644614e-08,0.9999999403953552,16677.443359375,218.43131113052368
88,11707.6455078125,,19604.73388671875,-0.12751717865467072,75562232.0,37781116.0,13.380112648010254,3.218650945768786e-08,0.9999999403953552,32024.9921875,221.04111909866333
89,11716.783203125,,19566.928775787354,0.008960667066276073,75139176.0,37569588.0,13.459918975830078,-1.1980533543010097e-07,1.0,13138.0859375,223.35571217536926
90,11844.4091796875,,19824.94680404663,-0.028558749705553055,79788136.0,39894068.0,13.406270980834961,8.881092128376622e-08,0.9999999403953552,24603.41015625,225.79577016830444
91,12609.0302734375,,20728.493507385254,-0.014563932083547115,86619216.0,43309608.0,13.459054946899414,-1.9848346255457727e-07,1.0,16217.1025390625,228.2487781047821
92,11185.2548828125,,19233.8729095459,-0.04924328625202179,80370096.0,40185048.0,13.459179878234863,3.8743017682918435e-08,0.9999999403953552,15265.16015625,230.45387601852417
93,13112.23828125,,22050.75045633316,-0.014758739620447159,99896504.0,49948252.0,13.45907211303711,4.7683716530855236e-08,0.9999998807907104,18482.029296875,232.85122418403625
94,11104.5634765625,,18325.74991607666,-0.1404702067375183,64665732.0,32332866.0,13.3783597946167,-8.82148754044465e-08,0.9999999403953552,38541.87109375,235.41248106956482
95,10780.00390625,,17834.426872253418,-0.0949253961443901,63090720.0,31545360.0,13.433382987976074,-6.3776973036056e-08,1.0,18473.400390625,237.84873914718628
96,10503.029296875,,17363.945198059082,-0.07960177212953568,58811956.0,29405978.0,13.382518768310547,4.410743770222325e-08,0.9999999403953552,29437.849609375,240.15670704841614
97,9976.22265625,,16363.630937576294,-0.1486247032880783,52111072.0,26055536.0,13.431889533996582,5.662441182607836e-08,0.9999999403953552,19769.978515625,242.4294650554657
98,12130.044921875,,19616.435842514038,-0.07462748885154724,73326544.0,36663272.0,13.404936790466309,5.06639494801675e-08,1.0,34124.18359375,244.49922823905945
99,11001.126953125,,18293.4467754364,-0.1187811940908432,67051192.0,33525596.0,13.4314546585083,-1.7285346487483366e-08,0.9999999403953552,24412.8203125,246.8503222465515
100,12872.955078125,12639.625,21091.407442092896,-0.1058797538280487,86298480.0,43149240.0,13.377324104309082,9.53674295089968e-09,1.0,47679.875,251.52378702163696
101,12921.7001953125,,21487.389087677002,-0.07173837721347809,89943392.0,44971696.0,13.403782844543457,-4.76837147544984e-09,1.0,43821.80078125,253.8454031944275
102,12721.998046875,,21100.95402240753,-0.06181861832737923,88739208.0,44369604.0,13.457453727722168,-1.6152858961504535e-07,0.9999999403953552,22259.353515625,256.0918929576874
103,12425.4736328125,,19980.951957702637,-0.14271728694438934,73148168.0,36574084.0,13.403295516967773,-4.8279762410174953e-08,1.0,44222.5859375,258.3380060195923
104,12888.9697265625,,21475.128969192505,-0.05753013491630554,94936472.0,47468236.0,13.456892013549805,-5.781650713743147e-08,0.9999999403953552,23809.826171875,260.5112521648407
105,11484.1357421875,,20085.82534980774,-0.03827788308262825,88250304.0,44125152.0,13.429621696472168,-1.0848045661759897e-07,1.0,35675.9921875,262.6129992008209
106,11957.9296875,,19560.79525756836,-0.028970155864953995,73652624.0,36826312.0,13.402885437011719,-4.410743770222325e-08,0.9999999403953552,36156.5546875,264.9699683189392
107,12970.22265625,,21309.82471847534,-0.02970501035451889,89338832.0,44669416.0,13.456535339355469,-2.485513732608524e-07,0.9999999403953552,18267.267578125,267.18547010421753
108,11523.5634765625,,19449.41530227661,-0.057151567190885544,77222464.0,38611232.0,13.428971290588379,-1.1920928955078125e-07,1.0,38033.12890625,269.88303208351135
109,11410.5634765625,,19070.257252693176,-0.024951638653874397,73921728.0,36960864.0,13.455768585205078,6.19888282926695e-08,1.0,21011.095703125,272.44545006752014
110,12401.6943359375,,20538.39994430542,-0.07227731496095657,82569288.0,41284644.0,13.428624153137207,1.0073185308101529e-07,0.9999999403953552,41558.4296875,274.77089834213257
111,12231.974609375,,20889.546642303467,-0.05634257197380066,91177368.0,45588684.0,13.402109146118164,-6.794929419129403e-08,0.9999999403953552,38487.69921875,277.5413513183594
112,11770.8720703125,,18814.036231040955,-0.07088428735733032,65696844.0,32848422.0,13.455275535583496,-1.5497207073167374e-08,1.0,23900.9140625,279.970908164978
113,12149.412109375,,19694.625818252563,-0.09316416829824448,73240800.0,36620400.0,13.455056190490723,5.841255301675119e-08,0.9999999403953552,24279.40625,282.3886971473694
114,11438.8984375,,18557.715112686157,-0.04347200319170952,66060312.0,33030156.0,13.428627967834473,2.4437904144747336e-08,1.0,27231.990234375,284.89993715286255
115,11170.49609375,,18467.456199645996,-0.06007148697972298,65268884.0,32634442.0,13.3738374710083,1.0132789718397817e-08,0.9999999403953552,64876.796875,287.2900080680847
116,10726.5205078125,,18122.45450401306,-0.04849451035261154,65780440.0,32890220.0,13.481236457824707,1.1801719779214181e-07,0.9999999403953552,13414.185546875,289.60171699523926
117,13914.92578125,,22783.043342590332,-0.08927498757839203,100896480.0,50448240.0,13.400043487548828,-1.3887881777918665e-07,1.0,62493.20703125,292.6553752422333
118,11151.6240234375,,18712.196823120117,-0.0851350724697113,71076056.0,35538028.0,13.399682998657227,1.907348590179936e-08,0.9999999403953552,56841.39453125,295.0953562259674
119,12326.9892578125,,21024.411708831787,-0.08402346819639206,92491872.0,46245936.0,13.399774551391602,3.33786012163273e-08,0.9999999403953552,53811.515625,298.538134098053
120,11724.7412109375,13045.1201171875,19289.03198480606,-0.036104898899793625,71485408.0,35742704.0,13.452988624572754,2.9802322831784522e-09,1.0,29638.080078125,304.6520211696625
121,11017.986328125,,17835.11648464203,-0.036612480878829956,58356152.0,29178076.0,13.425786018371582,8.165836362650225e-08,1.0,38708.70703125,307.2931752204895
122,12340.576171875,,20065.55584716797,-0.04680092632770538,75115152.0,37557576.0,13.398567199707031,1.376867260205472e-07,0.9999999403953552,64245.4921875,310.20013427734375
123,13118.3359375,,21411.02947998047,-0.09931062906980515,86879704.0,43439852.0,13.398359298706055,4.708767065153552e-08,1.0,68335.09375,312.5777611732483
124,11220.6240234375,,18486.01496887207,-0.028546219691634178,65822056.0,32911028.0,13.452192306518555,-4.2915345943583816e-08,0.9999999403953552,22023.154296875,314.99896335601807
125,12098.212890625,,19446.6231174469,-0.04470689594745636,68368056.0,34184028.0,13.424895286560059,-1.2576579422329814e-07,1.0,56136.9453125,317.74765706062317
126,11442.708984375,,18747.452278137207,0.0039888001047074795,66006924.0,33003462.0,13.4247407913208,1.907348590179936e-08,1.0,58392.12109375,320.3057379722595
127,10936.6494140625,,17880.340045928955,-0.06307125836610794,61804216.0,30902108.0,13.370752334594727,4.5299529460862686e-08,1.0,95105.046875,323.78252816200256
128,12940.6416015625,,20645.310342788696,-0.09065216779708862,77629704.0,38814852.0,13.45156478881836,-1.1086464013487785e-07,0.9999999403953552,36513.28125,326.9815001487732
129,12756.3115234375,,21024.773567199707,-0.14962460100650787,87550760.0,43775380.0,13.397626876831055,-6.3776973036056e-08,0.9999999403953552,66266.5859375,331.0695071220398
130,12506.6162109375,,19587.21580505371,-0.1180921345949173,66629572.0,33314786.0,13.424259185791016,1.5556811661099346e-07,1.0,58866.5,333.965457201004
131,12096.3369140625,,19565.255502700806,-0.04628227278590202,71139808.0,35569904.0,13.39734172821045,9.119510480104509e-08,1.0,56436.06640625,337.6023762226105
132,11485.0263671875,,18918.349575042725,-0.03666149079799652,69376856.0,34688428.0,13.423893928527832,1.3828277189986693e-07,0.9999999403953552,51946.8515625,343.9159212112427
133,13385.642578125,,21369.392012119293,-0.07804226130247116,82924664.0,41462332.0,13.450713157653809,-1.0609626599489275e-07,0.9999999403953552,40903.51953125,348.4998872280121
134,11962.689453125,,19727.922389030457,-0.037053365260362625,76729584.0,38364792.0,13.450542449951172,-2.1457671550706436e-07,0.9999999403953552,38342.46875,352.2941691875458
135,12663.072265625,,20930.6727104187,-0.006415882147848606,85520152.0,42760076.0,13.423413276672363,-1.8179416372277046e-07,1.0,76801.8125,355.6185231208801
136,11790.8681640625,,19559.924617767334,-0.05232951045036316,75596440.0,37798220.0,13.45024299621582,1.0013580009626821e-07,0.9999999403953552,44121.55078125,358.80456709861755
137,12140.30078125,,20664.87042617798,-0.03820725530385971,88816504.0,44408252.0,13.450078010559082,1.1205673189351728e-07,0.9999998807907104,40931.72265625,361.72867035865784
138,12578.8173828125,,20946.401626586914,-0.04321923106908798,86319464.0,43159732.0,13.476872444152832,-5.3048132997446373e-08,1.0,19041.416015625,364.63486528396606
139,12681.9482421875,,21195.577157974243,0.019464874640107155,89451744.0,44725872.0,13.449670791625977,-1.7821788844685216e-07,0.9999999403953552,50578.70703125,367.328818321228
140,11155.837890625,12905.3388671875,18073.981649398804,-0.07948201149702072,60917068.0,30458534.0,13.395613670349121,1.1980533543010097e-07,0.9999999403953552,82442.7265625,373.0842502117157
141,11750.72265625,,19272.30598449707,-0.048786431550979614,72353176.0,36176588.0,13.422398567199707,5.06639494801675e-08,0.9999999403953552,73643.578125,375.99833512306213
142,13819.2373046875,,22014.10068511963,-0.0875106230378151,88135528.0,44067764.0,13.395310401916504,8.523463890242056e-08,0.9999999403953552,131410.515625,378.8916401863098
143,11089.048828125,,18959.001945495605,-0.07591261714696884,74008400.0,37004200.0,13.368264198303223,1.3947486365850637e-07,1.0,115525.375,382.29230213165283
144,12899.1845703125,,21352.660789489746,-0.12686070799827576,88411240.0,44205620.0,13.368282318115234,-9.596347894103019e-08,1.0,146983.84375,385.7829761505127
145,11402.9814453125,,18729.56792831421,-0.10312815010547638,66987264.0,33493632.0,13.4219331741333,-1.668930060816365e-08,0.9999999403953552,68424.1171875,388.5850682258606
146,10772.04296875,,17688.201007843018,-0.02089589089155197,59499792.0,29749896.0,13.44877815246582,-4.5895575340182404e-08,0.9999999403953552,41387.21875,391.3683502674103
147,13783.3828125,,22301.657917022705,-0.12991446256637573,93677376.0,46838688.0,13.395011901855469,-2.9802322387695312e-08,0.9999999403953552,97430.984375,395.0667610168457
148,11856.0,,19369.919591903687,-0.025783834978938103,72406168.0,36203084.0,13.394745826721191,-1.305341754687106e-07,1.0,123779.5859375,398.2418632507324
149,11681.5849609375,,18931.519102096558,-0.06661082059144974,69214984.0,34607492.0,13.367775917053223,-2.8610228852699038e-08,0.9999999403953552,148240.296875,401.1198511123657
150,13157.3818359375,,22056.545082092285,-0.01181945763528347,97726360.0,48863180.0,13.394678115844727,-4.3511391822903533e-08,1.0,151433.15625,404.1495659351349
151,10533.61328125,,17296.61793899536,-0.08896306902170181,58393732.0,29196866.0,13.368151664733887,-3.5762788286319847e-08,1.0,127384.9375,406.9070372581482
152,14046.3115234375,,22875.64038848877,-0.10688593983650208,98943664.0,49471832.0,13.421645164489746,5.3048132997446373e-08,1.0,89997.0234375,411.21215415000916
153,12399.896484375,,19718.078800201416,0.00227948185056448,70060520.0,35030260.0,13.421744346618652,-1.0311603659829416e-07,1.0,70604.6640625,414.56999707221985
154,10344.7763671875,,17817.791130065918,-0.031370487064123154,68444032.0,34222016.0,13.421647071838379,1.19209286886246e-09,0.9999999403953552,73567.359375,418.9537401199341
155,12114.11328125,,19923.026235580444,-0.09270419180393219,76889848.0,38444924.0,13.421699523925781,-5.4836274188119205e-08,0.9999999403953552,85759.7109375,423.7609851360321
156,11051.8994140625,,17989.92111968994,-0.060141440480947495,61129180.0,30564590.0,13.39468002319336,1.2040138130942069e-07,1.0,121249.265625,427.8108379840851
157,12279.544921875,,20399.516174316406,-0.058363571763038635,86399776.0,43199888.0,13.421619415283203,-2.2053718851111626e-07,0.9999999403953552,106104.6875,431.24302315711975
158,13947.9482421875,,23141.767642974854,-0.04350071772933006,104133192.0,52066596.0,13.394693374633789,-9.53674295089968e-09,1.0,150599.453125,433.9850969314575
159,11130.7333984375,,18401.116897583008,0.005130576901137829,66024336.0,33012168.0,13.421582221984863,-4.7683716530855236e-08,1.0,107175.7265625,436.8643231391907
160,12777.0302734375,12272.8818359375,21104.61329460144,-0.06644350290298462,88021464.0,44010732.0,13.448542594909668,-1.078844036328519e-07,0.9999999403953552,60397.83984375,442.3087251186371
161,11552.14453125,,18720.386142730713,-0.1436190903186798,66004004.0,33002002.0,13.394675254821777,4.8279762410174953e-08,0.9999999403953552,105676.140625,445.6224660873413
162,11067.5986328125,,17701.904634475708,-0.08617481589317322,57070120.0,28535060.0,13.394460678100586,-6.794929419129403e-08,0.9999999403953552,146512.359375,449.13561820983887
163,11995.3759765625,,20277.01271057129,-0.16620151698589325,83497336.0,41748668.0,13.36743450164795,1.7702579668821272e-07,1.0,201987.84375,451.9973871707916
164,10528.072265625,,17104.452642440796,-0.06395728141069412,54543048.0,27271524.0,13.394248008728027,1.0132789718397817e-08,1.0,116019.546875,455.4011631011963
165,12183.6337890625,,20009.92215156555,0.004372215364128351,77067200.0,38533600.0,13.4210844039917,2.9802322831784522e-09,0.9999999403953552,117590.5625,458.8791732788086
166,12211.7880859375,,21022.498023986816,-0.10512641817331314,93251608.0,46625804.0,13.394091606140137,3.5762788286319847e-08,0.9999999403953552,165631.375,461.5645971298218
167,10644.44921875,,17753.873962402344,-0.014080533757805824,62354748.0,31177374.0,13.447879791259766,5.364418242947977e-09,0.9999999403953552,65234.6640625,464.4463002681732
168,13465.09765625,,22253.909906864166,-0.06419777125120163,97357872.0,48678936.0,13.420853614807129,2.38418573772492e-09,0.9999998807907104,131181.28125,467.42350220680237
