episode,return,baseline,total_rate,loss,entropy,grad_norm,sec
26,26202.462890625,27141.72381672395,27456.479482650757,-0.40427130460739136,13.300602912902832,0.8457036018371582,0.9189200401306152
27,22745.13671875,26921.89446182525,23883.316986083984,-0.2642081677913666,12.91200065612793,5.418895721435547,0.9844939708709717
28,24227.953125,26787.197394983985,25534.54574394226,-0.5082119107246399,12.831767082214355,4.274124622344971,0.8569390773773193
29,31359.125,27015.793775234783,32974.92198562622,-0.6120980978012085,12.870431900024414,3.9038443565368652,0.9645578861236572
30,25811.9375,26955.600961473043,27139.48123550415,-0.1898481845855713,13.159261703491211,3.341686248779297,1.0161700248718262
31,25548.3125,26885.23653839939,26885.924461841583,-0.4355277419090271,13.344156265258789,0.8063585162162781,0.9979507923126221
32,21494.36328125,26615.692875541918,22602.89649581909,-0.794586181640625,13.181551933288574,1.4957948923110962,0.9367978572845459
33,28536.61328125,26711.738895827322,29955.22789001465,-0.926512598991394,12.952695846557617,2.4292545318603516,1.0253701210021973
34,29485.876953125,26850.445798692203,30945.9723072052,-0.16356894373893738,13.294856071472168,4.535398483276367,0.9565470218658447
35,25485.84765625,26782.21589157009,26866.051601409912,-0.9432352781295776,12.657916069030762,2.944672107696533,0.977755069732666
36,26553.427734375,26770.776483710335,27941.33608531952,-0.4273189902305603,13.394055366516113,1.354146957397461,0.9288079738616943
37,27279.30859375,26796.20308921232,28695.14521408081,-0.7005358934402466,12.680978775024414,5.355330944061279,0.9774000644683838
38,24536.216796875,26683.20377459545,25839.17112350464,-0.7402734756469727,13.119982719421387,1.6593670845031738,1.0829968452453613
39,27761.857421875,26737.13645695943,29264.17168903351,-0.5020624995231628,13.315836906433105,0.7844752073287964,0.882335901260376
40,23411.47265625,26570.853266923954,24606.20757293701,-0.3170419931411743,13.088427543640137,4.502200126647949,0.9879870414733887
41,21696.5234375,26327.136775452756,22814.68091583252,-1.156833291053772,12.959477424621582,1.8688228130340576,0.9322857856750488
42,25858.80078125,26303.71997574262,27122.58291912079,-0.40200310945510864,13.316766738891602,1.0908069610595703,0.8814501762390137
43,28201.654296875,26398.616691799238,29624.57234954834,-1.1260151863098145,12.998788833618164,2.156965970993042,0.9129641056060791
44,24464.033203125,26301.887517365525,25782.20066833496,-0.09276982396841049,13.513261795043945,0.8970221877098083,0.8583548069000244
45,26887.60546875,26331.173414934747,28244.60818862915,-0.6281254291534424,13.070226669311523,1.5639392137527466,1.0323998928070068
46,29103.966796875,26469.81308403176,30671.05962371826,-0.8492039442062378,13.048299789428711,1.2786402702331543,1.12860107421875
47,26195.740234375,26456.10944154892,27605.954559326172,-1.0130681991577148,12.905448913574219,1.4110949039459229,1.4897940158843994
48,25456.630859375,26406.13551244022,26728.209899902344,-0.7800321578979492,13.044111251831055,0.8076943159103394,0.9385981559753418
49,29680.65625,26569.86154931821,31278.4786529541,-1.0227675437927246,12.641886711120605,1.8025734424591064,0.9455831050872803
50,20877.560546875,26285.24649919605,21894.12452697754,-0.5188875794410706,12.871702194213867,6.109328269958496,0.9468791484832764
51,26924.390625,26317.20370548625,28335.243929982185,-0.5301771759986877,13.254083633422852,0.9645863771438599,0.9544811248779297
52,24507.91015625,26226.739028024436,25784.089462280273,-0.3913802206516266,13.04408073425293,3.993145704269409,0.9115719795227051
53,26914.35546875,26261.119850060713,28343.83215713501,-0.8438154458999634,12.993618965148926,0.9499382376670837,1.0628809928894043
54,28829.771484375,26389.55243177643,30242.455680847168,-0.8121354579925537,13.018838882446289,0.5693939924240112,0.9352240562438965
55,25765.458984375,26358.347759406355,27061.632678985596,-1.2567981481552124,12.757692337036133,1.071520209312439,0.9178550243377686
56,29170.849609375,26498.972851904786,30758.132690429688,-1.4300976991653442,12.496252059936523,0.6755465269088745,0.8754360675811768
57,28058.78515625,26576.963467122045,29519.2172832489,-0.3774927854537964,13.256543159484863,0.9110020995140076,0.9255180358886719
58,31543.78125,26825.304356265944,33131.37851715088,-1.221984624862671,12.734944343566895,1.1839159727096558,1.075118064880371
59,32372.447265625,27102.661501733895,34073.95114898682,-0.43437546491622925,13.26520824432373,0.47925737500190735,1.0946540832519531
60,23921.18359375,26943.587606334702,25168.42317199707,-1.1980297565460205,12.732563972473145,0.4976191222667694,0.9641008377075195
61,31337.076171875,27163.26203461172,32902.6314868927,-0.6696288585662842,12.999829292297363,0.7884910106658936,0.9473700523376465
62,27649.669921875,27187.58242897488,29169.82040786743,-0.6746637225151062,12.980606079101562,0.6995111703872681,1.0877289772033691
63,27077.900390625,27182.098327057385,28374.403282165527,-1.2748676538467407,12.709924697875977,0.843521773815155,0.9554550647735596
64,23138.212890625,26979.904055235766,24244.945739746094,-0.8281230926513672,12.988252639770508,1.0209360122680664,0.9204459190368652
65,27866.130859375,27024.215395442723,29377.1446018219,-0.43390557169914246,13.244110107421875,1.3129067420959473,1.0264062881469727
66,28049.484375,27075.478844420588,29474.76617050171,-1.142607569694519,12.735526084899902,0.9496736526489258,0.9247097969055176
67,27345.796875,27088.99474594956,28769.273307800293,-1.0505859851837158,12.708256721496582,0.9442800283432007,1.2288050651550293
68,26109.966796875,27040.04334849583,27552.41806793213,-1.0523285865783691,12.71789836883545,0.8382639288902283,1.1778318881988525
69,23489.162109375,26862.49928653979,24721.095874786377,-1.0588784217834473,12.781579971313477,0.8164384961128235,1.015805721282959
70,27565.421875,26897.6454159628,29091.889122009277,-0.34305238723754883,13.245994567871094,0.7498977780342102,1.0387299060821533
71,26585.041015625,26882.01519594591,27965.13770866394,-1.1528724431991577,12.705099105834961,0.8503628373146057,1.0521972179412842
72,28987.0,26987.264436148613,30525.651938438416,-0.38840794563293457,13.255160331726074,0.5380174517631531,1.029620885848999
73,26865.01171875,26981.151800278683,28362.14228630066,-0.7944929599761963,12.973562240600586,1.056288719177246,0.9431898593902588
74,23358.603515625,26800.024386046,24545.70107650757,-0.7385293841362,13.020408630371094,1.0492273569107056,0.8944723606109619
75,27392.265625,26829.6364479937,28841.380546569824,-1.1914889812469482,12.705083847045898,0.8335283398628235,0.9620363712310791
76,27204.830078125,26848.396129500266,28596.47069168091,-0.7787106037139893,12.982632637023926,0.7823739051818848,1.1285457611083984
77,30724.43359375,27042.19800271275,32293.729656219482,-0.821295976638794,12.976381301879883,0.9638321995735168,1.1399848461151123
78,27350.99609375,27057.637907264612,28727.70073890686,-0.8295654058456421,12.9976224899292,0.8850648403167725,1.1093311309814453
79,26523.072265625,27030.90962518263,27951.74090242386,-0.3065422475337982,13.242429733276367,1.0270954370498657,1.0944430828094482
80,26705.57421875,27014.642854860995,28185.47939300537,-1.042172908782959,12.702264785766602,0.5242566466331482,1.043823003768921
81,21572.478515625,26742.534637899193,22734.576110839844,-1.258595585823059,12.704206466674805,0.9095312356948853,1.0501818656921387
82,27614.408203125,26786.12831616048,29072.110528945923,-0.566268265247345,13.282743453979492,0.9602224826812744,1.1042540073394775
83,27598.435546875,26826.743677696202,29078.589740753174,-1.1629059314727783,12.71497631072998,0.7684236764907837,1.0137536525726318
84,26336.533203125,26802.23315396764,27763.42491722107,-0.6737080812454224,12.97209644317627,0.6659152507781982,0.9729697704315186
85,33723.6328125,27148.303136894257,35486.78014373779,-0.1692892462015152,13.511004447937012,0.7073178291320801,0.8934509754180908
86,25677.412109375,27074.758585518295,26969.202589035034,-0.5059356093406677,13.246072769165039,1.3650195598602295,0.998237133026123
87,29984.298828125,27220.235597648632,31667.781188964844,-1.062554121017456,12.70383071899414,0.400626540184021,0.971118688583374
88,21841.771484375,26951.31239198495,23066.70358467102,-0.6902351379394531,12.971694946289062,0.9744640588760376,0.9617810249328613
89,19704.916015625,26588.99257316695,20749.773606300354,-0.42178207635879517,13.242576599121094,0.9197289943695068,1.0023767948150635
90,27389.453125,26629.0156007586,28845.122749328613,-0.7022760510444641,12.971898078918457,0.866515576839447,0.9413840770721436
91,30311.787109375,26813.15417618942,31883.161029815674,-1.148989200592041,12.73780632019043,0.6838411092758179,1.0381791591644287
92,30910.017578125,27017.997346286196,32434.8869972229,-1.0821555852890015,12.723580360412598,0.6488233804702759,0.9643139839172363
93,25701.384765625,26952.166717253134,27120.47170162201,-1.1617431640625,12.701059341430664,0.66673344373703,0.9476621150970459
94,24556.015625,26832.359162640478,25790.175926208496,-1.1191861629486084,12.715642929077148,0.5168712139129639,1.0096099376678467
95,28056.4375,26893.563079508454,29539.764528274536,-0.3813251256942749,13.241266250610352,0.905385434627533,1.0784430503845215
96,24414.953125,26769.632581783033,25738.33218383789,-0.7080526947975159,12.981359481811523,1.150434970855713,1.0715961456298828
97,28452.732421875,26853.787573787627,29821.471450805664,-1.2445740699768066,12.727381706237793,1.1127279996871948,1.2400870323181152
98,26822.033203125,26852.199855254497,28224.14595222473,-0.4581992030143738,13.248453140258789,0.43641000986099243,1.0230991840362549
99,27574.296875,26888.30470624177,28959.161590576172,-1.1121091842651367,12.702901840209961,0.7160446047782898,0.9382498264312744
100,26934.31640625,26890.605291242184,28362.79704284668,-0.8974632024765015,12.973139762878418,0.97782301902771,0.9670159816741943
101,30768.548828125,27084.502468086324,32437.50828933716,-0.2005554735660553,13.511645317077637,1.0775057077407837,1.1152749061584473
102,24500.396484375,26955.297168900757,25803.27816772461,-1.191942572593689,12.708893775939941,0.8746519684791565,0.99853515625
103,28800.98046875,27047.581333893217,30374.588960647583,-0.51552414894104,13.242688179016113,1.167303442955017,0.8941171169281006
104,23617.732421875,26876.088888292303,24895.849380493164,-0.41447511315345764,13.241109848022461,0.8484438061714172,0.9012768268585205
105,21197.51953125,26592.160420440185,22369.913932800293,-0.6953839063644409,12.982847213745117,0.7134423851966858,0.9361326694488525
106,25658.423828125,26545.473590824426,26995.404106140137,-1.4444942474365234,12.434476852416992,0.4994397461414337,0.9407899379730225
107,26126.787109375,26524.53926675195,27465.334602355957,-1.2976959943771362,12.430996894836426,0.9249469637870789,1.2061927318572998
108,18420.71484375,26119.348045601855,19441.23499107361,-0.375360906124115,13.240743637084961,0.9429428577423096,0.9699671268463135
109,24412.490234375,26034.00515504051,25656.120529174805,-0.18278415501117706,13.511016845703125,0.49553805589675903,1.1033720970153809
110,25045.748046875,25984.592299632237,26348.80544757843,-1.1251983642578125,12.700901985168457,0.7613714337348938,1.1049909591674805
111,28730.380859375,26121.881727619373,30266.213790893555,-0.7585980892181396,12.971963882446289,0.6125665307044983,0.9547317028045654
112,23342.31640625,25982.903461550904,24484.030807495117,-0.8529701828956604,12.976946830749512,1.5368300676345825,0.9869718551635742
113,29023.44140625,26134.930358785856,30558.507007598877,-0.7710843086242676,12.971402168273926,0.5215364694595337,1.022001028060913
114,26450.50390625,26150.709036159064,27832.99140548706,-0.8114901185035706,12.974899291992188,0.9382903575897217,0.9950881004333496
115,25792.279296875,26132.787549194858,27232.133714675903,-0.39919108152389526,13.242756843566895,0.5490382313728333,1.104403018951416
116,26479.251953125,26150.110769391362,28010.01842880249,-0.6970152854919434,12.972651481628418,0.9420537948608398,0.9664192199707031
117,27079.154296875,26196.56294576554,28394.46230506897,-1.209695816040039,12.703065872192383,0.9911665916442871,1.0657920837402344
118,24904.009765625,26131.935286758515,26191.578775405884,-0.751958966255188,12.971331596374512,1.1642286777496338,0.9744586944580078
119,24769.34375,26063.805709920587,26072.876026153564,-1.129630208015442,12.706320762634277,0.3606981635093689,0.9533240795135498
120,26395.69140625,26080.399994737054,27795.879196166992,-1.0902371406555176,12.703282356262207,0.7966225743293762,1.0735290050506592
121,27627.697265625,26157.76485828145,29085.937688827515,-0.4273543953895569,13.242227554321289,0.44307035207748413,1.1389739513397217
122,28875.220703125,26293.63765052363,30410.04829978943,-0.510522723197937,13.24152660369873,0.752473771572113,1.4750730991363525
123,23435.712890625,26150.741412528696,24716.923751831055,-0.6136871576309204,13.241592407226562,1.0548080205917358,1.0403358936309814
124,26376.486328125,26162.02865830851,27714.82247543335,-0.8550066947937012,12.971410751342773,0.5446123480796814,0.9534711837768555
125,28654.619140625,26286.658182424333,30200.71791267395,-0.6084154844284058,13.124303817749023,3.123549699783325,1.0266952514648438
126,30964.9765625,26520.574101428116,32482.774534225464,-0.7835361361503601,12.975900650024414,0.6728542447090149,0.8833730220794678
127,24919.728515625,26440.53182213796,26181.161427497864,-0.5837948322296143,13.241373062133789,1.1604583263397217,0.965735912322998
128,27933.056640625,26515.15806306231,29510.77388191223,-0.9494967460632324,12.700777053833008,0.910092294216156,0.9624247550964355
129,28646.115234375,26621.705921627945,30046.728200912476,-1.4383734464645386,12.430810928344727,0.8293604254722595,0.9829471111297607
130,21531.6640625,26367.203828671547,22620.432426452637,-0.8669980764389038,12.971357345581055,0.8700184226036072,1.2177209854125977
131,28232.732421875,26460.480258331718,29750.451805114746,-1.0956181287765503,12.701009750366211,0.8264889717102051,1.2455971240997314
132,26140.208984375,26444.46669463388,27601.90807723999,-0.062077343463897705,13.511116027832031,0.817026674747467,1.0931668281555176
133,29382.109375,26591.348828652186,30856.110137939453,-0.7259990572929382,12.985313415527344,1.0226356983184814,1.1507210731506348
134,24474.1328125,26485.488027844578,25684.994386672974,-0.4987300634384155,13.241186141967773,0.9368199706077576,1.391603946685791
135,28423.62890625,26582.395071764848,29906.812992095947,-1.5158404111862183,12.432727813720703,0.9518303275108337,1.0108189582824707
136,25707.556640625,26538.653150207854,27117.831205368042,-0.720307469367981,12.984858512878418,0.8758237957954407,1.0696258544921875
137,24614.103515625,26442.42566847871,25917.27585697174,-0.4802980422973633,13.241450309753418,0.8342761993408203,1.0385520458221436
138,27486.228515625,26494.61581083602,28970.131034851074,-1.44065260887146,12.439409255981445,0.8125413656234741,1.1308338642120361
139,28191.203125,26579.44517654422,29649.230094909668,-1.198134183883667,12.702869415283203,0.7940082550048828,1.4647738933563232
140,25419.4140625,26521.44362084201,26642.330307006836,-0.8351085186004639,12.971626281738281,0.741649866104126,1.178274154663086
141,30038.130859375,26697.277982768657,31591.66310119629,-0.5145794749259949,13.240878105163574,0.8167838454246521,1.4784529209136963
142,25280.2578125,26626.426974255224,26503.221990585327,-1.3203325271606445,12.700480461120605,1.336382508277893,1.009903907775879
143,23948.17578125,26492.514414604964,25089.824432373047,-0.003298357129096985,13.510721206665039,1.305587887763977,1.0213780403137207
144,27910.44921875,26563.411154812216,29374.6476020813,-0.7975814938545227,12.970251083374023,0.8482227325439453,1.0833418369293213
145,26598.162109375,26565.14870254035,28020.616554260254,-1.1429054737091064,12.700409889221191,0.8262624144554138,1.53131103515625
146,26643.12109375,26569.047322100832,28099.90168762207,-0.16706153750419617,13.510429382324219,1.0495485067367554,1.5630741119384766
147,24169.376953125,26449.06380365204,25462.444332122803,-0.659461498260498,12.96990966796875,1.257343053817749,0.9484343528747559
148,18881.95703125,26070.708465031934,19893.17260169983,-0.7907710075378418,12.96995735168457,0.2606092393398285,1.2186341285705566
149,31389.21484375,26336.633783967838,33026.8422460556,-0.5273323655128479,13.240011215209961,0.6440888047218323,1.0517699718475342
150,29761.076171875,26507.855903363197,31261.800979614258,-0.7988433837890625,12.971511840820312,0.8613671064376831,1.179962158203125
151,24530.255859375,26408.975901163787,25821.847272872925,-0.8384321928024292,12.972879409790039,0.5092118382453918,1.0027189254760742
152,23184.099609375,26247.732086574346,24336.8553981781,-0.8537561893463135,12.9699125289917,0.3367295265197754,1.1885709762573242
153,33295.53515625,26600.122240058125,35012.25220489502,-1.155480980873108,12.69953441619873,0.58282071352005,1.080636978149414
154,24976.931640625,26518.962710086467,26271.721355438232,-0.27799463272094727,13.509722709655762,1.169327735900879,0.9627368450164795
155,24573.748046875,26421.70197692589,26023.68543624878,-0.7235804200172424,12.969533920288086,0.9638962745666504,0.8916900157928467
156,27396.21484375,26470.427620267095,28747.206260681152,-1.3496774435043335,12.431295394897461,0.9716823697090149,1.0611121654510498
157,27457.498046875,26519.781141597487,29016.233642578125,-0.9401025772094727,12.699148178100586,0.7144959568977356,1.067568063735962
158,31141.140625,26750.84911576761,32741.533081054688,-0.6681616306304932,12.969164848327637,0.8960710763931274,0.9475908279418945
159,28799.455078125,26853.27941388548,30346.311240196228,-0.46110668778419495,13.239580154418945,0.925483226776123,0.903954029083252
160,22610.158203125,26641.123353347455,23922.697818756104,-1.2931801080703735,12.430753707885742,0.7176773548126221,0.9440128803253174
161,24086.87109375,26513.41074036758,25273.800857543945,-1.4840302467346191,12.429450035095215,0.798794150352478,0.9420621395111084
162,26599.263671875,26517.70338694295,28053.951232910156,-0.4329955577850342,13.239794731140137,0.9610926508903503,0.9431447982788086
163,26461.056640625,26514.871049627054,27778.93432044983,-0.848917543888092,12.969882011413574,0.6985287070274353,0.918787956237793
164,23638.111328125,26371.03306355195,24824.515768051147,-0.8856908679008484,12.973553657531738,0.8166546821594238,1.0426738262176514
165,29576.841796875,26531.323500218103,31092.593158721924,-0.7955825328826904,12.97052001953125,0.5623270273208618,0.9295351505279541
166,29142.009765625,26661.857813488445,30580.109657287598,-1.417553186416626,12.434696197509766,0.8486153483390808,0.9192309379577637
167,22050.5078125,26431.29031343902,23093.731216430664,-0.9305680394172668,12.970019340515137,0.8394660949707031,0.9310381412506104
168,28738.9375,26546.672672767072,30154.905542373657,-0.8056380152702332,12.969805717468262,0.5737684369087219,1.3342888355255127
169,29887.064453125,26713.692261784967,31557.468015670776,-1.4280030727386475,12.430094718933105,0.5519322752952576,1.2222001552581787
170,28578.140625,26806.91467994572,29984.83730697632,-0.4476892948150635,13.240179061889648,0.8439637422561646,1.243077039718628
171,29732.908203125,26953.21435610468,31291.55215072632,-0.8471297025680542,12.969632148742676,0.7186609506607056,1.297868013381958
172,27327.12890625,26971.910083611943,28753.856258392334,-0.8417587280273438,12.969366073608398,0.8724452257156372,0.9966831207275391
173,28632.533203125,27054.941239587595,30057.052186012268,-0.5438781380653381,13.240242004394531,0.6083376407623291,0.9425201416015625
174,27794.384765625,27091.913415889463,29262.09662246704,-0.39629560708999634,13.240565299987793,0.7417416572570801,1.1217269897460938
175,28155.61328125,27145.098409157486,29550.104934692383,-1.1479908227920532,12.698749542236328,0.7753899097442627,1.0500171184539795
176,24760.7109375,27025.87903557461,25884.474479675293,-1.6403355598449707,12.433555603027344,0.5330601334571838,0.9683070182800293
177,26131.072265625,26981.138697077127,27397.654834747314,-1.1332676410675049,12.724187850952148,0.8485165238380432,1.088353157043457
178,22288.515625,26746.507543473268,23432.10800933838,-1.3411895036697388,12.70854377746582,1.024623990058899,0.9983260631561279
179,24753.44921875,26646.854627237106,26093.87671470642,-1.133113145828247,12.698103904724121,0.7759950160980225,0.9009859561920166
180,20868.748046875,26357.949298219,21951.081943511963,-1.181754469871521,12.698596000671387,0.8642885088920593,0.9104530811309814
181,25115.42578125,26295.823122370548,26412.7938079834,-1.7608898878097534,12.158479690551758,1.0671420097351074,0.9383659362792969
182,26244.02734375,26293.23333343952,27674.966331481934,-0.7082901000976562,12.967724800109863,0.8887788653373718,1.1041672229766846
183,25563.83203125,26256.76326833004,26929.944425582886,-1.209418535232544,12.697748184204102,1.0653647184371948,0.9288151264190674
184,21700.96484375,26028.973347101037,22767.501472473145,-1.1885391473770142,12.697636604309082,0.5687446594238281,0.9328310489654541
185,29026.158203125,26178.832589902235,30539.025199890137,-0.8542815446853638,12.967272758483887,0.4224091172218323,0.9317178726196289
186,26867.8828125,26213.285101032125,28382.92434310913,-0.7625097632408142,12.967122077941895,0.5486178994178772,0.8706889152526855
187,26202.43359375,26212.742525668018,27516.941093444824,-0.866527795791626,12.966909408569336,0.8181948661804199,0.9066731929779053
188,23731.720703125,26088.691434540866,24946.092895507812,-0.9805444478988647,12.9667329788208,0.8685316443443298,0.8767349720001221
189,27534.611328125,26160.987429220073,29028.067344665527,-0.18439872562885284,13.50663948059082,0.7131152749061584,0.8648829460144043
190,26582.97265625,26182.086690571567,27939.36172103882,-0.37126612663269043,13.236193656921387,1.058628797531128,1.0406689643859863
191,26497.0,26197.832356042985,27914.56399154663,-1.1510766744613647,12.696202278137207,0.8210592865943909,0.9025700092315674
192,25230.923828125,26149.486929647086,26668.965812683105,-0.786858320236206,12.965662956237793,0.9994359612464905,0.8722050189971924
193,26218.966796875,26152.960923008482,27479.506061553955,-1.2448638677597046,12.698028564453125,0.5558374524116516,1.0999541282653809
194,27669.84765625,26228.805259670557,29075.49317932129,-0.6233081817626953,13.235322952270508,1.1681087017059326,1.0215578079223633
195,22853.96875,26060.063434187028,24041.04594039917,-0.8020853996276855,12.964764595031738,0.760892391204834,0.9648177623748779
196,25893.283203125,26051.724422633928,27300.06150484085,-0.5154705047607422,13.234451293945312,1.3997200727462769,0.9790017604827881
197,32722.744140625,26385.275408533482,34500.66668701172,-1.2220884561538696,12.432645797729492,1.1228631734848022,1.282015085220337
198,23650.4296875,26248.533122481807,24847.711570739746,-0.10514494776725769,13.503863334655762,1.0274399518966675,1.0974860191345215
199,27034.029296875,26287.807931201467,28403.391048431396,-0.5536837577819824,13.233800888061523,0.8173822164535522,0.9402139186859131
200,26650.6640625,26305.950737766394,28064.31554031372,-1.162381649017334,12.696184158325195,0.5631563663482666,0.9165599346160889
201,24024.123046875,26191.859353221826,25261.654300689697,-0.8461425304412842,12.962994575500488,1.2121704816818237,0.9850521087646484
202,25737.111328125,26169.121951966983,27071.7661151886,-1.1762603521347046,12.69389533996582,0.9111701846122742,0.925145149230957
203,26684.783203125,26194.90501452488,28122.78419113159,-0.12138279527425766,13.502453804016113,1.3010518550872803,0.9994540214538574
204,24685.251953125,26119.422361454883,25989.536069869995,-0.5624717473983765,13.232168197631836,0.9927231669425964,0.9653599262237549
205,28449.154296875,26235.908958225886,29894.56162261963,-0.8421835899353027,12.963915824890137,0.6447011828422546,0.9837121963500977
206,27443.25390625,26296.27620562709,28882.06943511963,-1.0002667903900146,12.691402435302734,1.0535937547683716,1.0859930515289307
207,25702.005859375,26266.562688314483,27043.339612960815,-0.5455722808837891,13.231350898742676,0.5952596664428711,0.9048352241516113
208,27236.45703125,26315.05740546126,28669.85927963257,-0.7315247058868408,12.960958480834961,0.9566752910614014,1.1978049278259277
209,25524.123046875,26275.510687531947,26821.6187915802,-0.9665930867195129,12.961276054382324,1.3364615440368652,1.4804010391235352
210,22415.59765625,26082.51503596785,23575.61753463745,-0.8986600637435913,12.960367202758789,0.6127044558525085,1.0347001552581787
211,30351.4140625,26295.959987294453,32003.783321380615,-1.7849605083465576,12.150591850280762,0.907404899597168,1.2697911262512207
212,23860.228515625,26174.173413710978,25189.69536972046,-0.5455756187438965,13.230964660644531,1.067639708518982,1.3818809986114502
213,28898.875,26310.408493025425,30407.172492980957,-1.1700141429901123,12.689420700073242,0.7139649987220764,1.3516418933868408
214,27878.15234375,26388.79568556165,29350.625946044922,-0.9794387817382812,12.688543319702148,0.782167375087738,0.9339897632598877
215,26265.7109375,26382.641448158563,27680.80376434326,-0.7629642486572266,12.9580659866333,0.6779505014419556,1.1237881183624268
216,24145.951171875,26270.806934344382,25400.753509521484,-0.7690118551254272,12.957799911499023,0.6797807812690735,1.4696359634399414
217,22962.2265625,26105.37791575216,24085.361766815186,-1.0464651584625244,12.687934875488281,0.6803425550460815,1.0391993522644043
218,25110.568359375,26055.637437933303,26444.450178146362,-1.0561590194702148,12.689910888671875,0.6469017267227173,0.9860727787017822
219,21838.478515625,25844.779491817888,22944.69080734253,-1.1077699661254883,12.687470436096191,1.039857268333435,1.040060043334961
220,26717.921875,25888.436610976994,28038.302841186523,-0.924996018409729,12.957159042358398,1.2076895236968994,0.9534358978271484
221,25947.2734375,25891.378452303143,27334.79290008545,-1.627773404121399,12.417257308959961,1.0415675640106201,0.9328868389129639
222,23493.517578125,25771.485408594235,24740.359793663025,-0.5246397256851196,13.234715461730957,0.5900959968566895,0.9398589134216309
223,23070.20703125,25636.421489727025,24288.320344924927,-0.7449367046356201,12.957186698913574,0.5780289769172668,0.9402687549591064
224,27283.794921875,25718.790161334422,28664.150625228882,-0.5543832778930664,13.226232528686523,0.5284554958343506,1.0089612007141113
225,25239.865234375,25694.84391498645,26561.52820968628,-1.2025864124298096,12.686120986938477,0.6682323813438416,0.9146170616149902
226,24076.712890625,25613.937363768375,25365.04843521118,-0.7693724632263184,12.956033706665039,1.1081137657165527,0.9394040107727051
227,26001.041015625,25633.292546361205,27383.571521759033,-1.367963194847107,12.415634155273438,0.8002972602844238,1.0160841941833496
228,32052.435546875,25954.24969638689,33714.46466445923,-0.4075043797492981,13.2261962890625,0.5419506430625916,1.0087370872497559
229,23480.58203125,25830.566313130046,24743.84951400757,-0.6796911954879761,12.955540657043457,0.9880326986312866,0.941307783126831
230,28858.873046875,25981.981649817295,30425.90763092041,-0.908244252204895,12.685458183288574,0.8696070909500122,0.8806490898132324
231,26165.77734375,25991.17143451393,27539.076454162598,-0.9382843971252441,12.955192565917969,1.0776797533035278,1.1345751285552979
