episode,return,total_rate,mean_rate_step,loss,value_loss,entropy,grad_norm,lr,sec
28,11905.766953756243,19343.5731716156,193.435731716156,-3.73711782231112e-05,4405144.4375,13.446916103363037,8826.91015625,0.00029942004137147586,1.5585289001464844
29,13812.00638729936,23004.21977996826,230.0421977996826,-0.00015462701594515238,6287978.4375,13.41248631477356,40401.984375,0.0002993779051807778,1.6154990196228027
30,11550.156544338071,19125.631643295288,191.25631643295287,-0.000907141371499165,4293334.78125,13.467455267906189,8819.73046875,0.0002993342946904619,1.6553452014923096
31,12124.804482658916,20041.66671514511,200.41666715145112,-0.0016685869587718116,4585266.875,13.49996793270111,9807.763671875,0.0002992892103309462,1.65476393699646
32,9836.822225198111,16320.635537147522,163.2063553714752,-0.0024053329973412474,3085097.0,13.482162594795227,8813.9267578125,0.00029924265254719496,1.5165910720825195
33,12973.594110695785,21007.24314880371,210.0724314880371,0.00037633110559909255,4728017.3125,13.444133996963501,10703.0107421875,0.00029919462179871475,1.5936381816864014
34,13441.970298060422,21590.402035713196,215.90402035713197,5.9774404533641246e-05,5637250.875,13.493620872497559,13174.2763671875,0.0002991451185595498,1.5688073635101318
35,10715.914998513894,18036.49482536316,180.36494825363158,-9.30841392801085e-05,3809632.21875,13.401959896087646,24004.8203125,0.0002990941433182769,1.6189110279083252
36,11955.222442404503,19495.852767944336,194.95852767944336,-1.363814544674824e-05,4443802.25,13.49081575870514,12478.1640625,0.0002990416965780012,1.552696943283081
37,12166.122247849476,20348.62935066223,203.4862935066223,-0.001093054648663383,4833686.875,13.42066490650177,13551.31640625,0.00029898777885635085,1.5735969543457031
38,11099.43821891272,17868.67375278473,178.6867375278473,-0.002517931110560312,3726107.125,13.47650694847107,12393.0458984375,0.000298932390685472,1.5733518600463867
39,12307.023533066349,20700.5380525589,207.00538052558898,-0.001682818469362246,5354670.25,13.498927354812622,14859.908203125,0.00029887553261202354,1.5021367073059082
40,10434.964312683464,17022.784788131714,170.22784788131713,-0.0026763681289594388,3354182.0,13.46979033946991,24210.8515625,0.00029881720519717164,1.627798080444336
41,11109.183178612431,18648.24545097351,186.4824545097351,-0.005346707107491966,4129404.28125,13.431909799575806,15107.5341796875,0.0002987574090165844,1.5421829223632812
42,11039.00570780147,17763.94037914276,177.6394037914276,-5.079332527202496e-05,3579570.625,13.488016605377197,14510.6572265625,0.00029869614466042593,1.5317730903625488
43,12393.47205415934,20195.14252471924,201.9514252471924,-1.1405285818000266e-05,4471895.1875,13.417298436164856,34257.2578125,0.0002986334127333508,1.4978930950164795
44,11100.061413970274,18439.106399536133,184.39106399536132,2.7154882644708778e-05,3868167.5625,13.51716673374176,16439.322265625,0.00029856921385449763,1.5040020942687988
45,11622.104855987049,18932.04482460022,189.3204482460022,-2.05251333227352e-05,4267917.09375,13.466727137565613,17475.806640625,0.0002985035486574836,1.564399003982544
46,13064.65410221204,21646.8947057724,216.468947057724,-5.0227261453983374e-05,5676702.0625,13.466582298278809,21966.271484375,0.00029843641779039756,1.5582740306854248
47,11572.804063692955,19519.095703125,195.19095703125,-6.442770472858683e-05,4544486.71875,13.453668117523193,18470.11328125,0.0002983678219157942,1.5183210372924805
48,11076.63902610761,18478.301347732544,184.78301347732543,-4.8474926870767376e-05,3999190.78125,13.466156601905823,19176.228515625,0.0002982977617106871,1.5686078071594238
49,13088.987687019066,21687.47666168213,216.8747666168213,-1.800515678951342e-05,5732546.3125,13.416327476501465,23787.759765625,0.00029822623786654207,1.6498959064483643
50,10087.20891383692,16036.112718582153,160.36112718582154,-0.00018051975757771288,2889198.9375,13.417357444763184,11976.55078125,0.00029815325108927063,1.5802581310272217
51,12135.063951062773,19895.01936197281,198.95019361972808,-0.0001357164619548712,4616692.0,13.490977048873901,22239.5,0.00029807880209922283,1.5538151264190674
52,11217.487712713037,18999.09115600586,189.9909115600586,-7.580489682368352e-05,4314227.875,13.474029302597046,21438.9453125,0.00029800289163118014,1.5404198169708252
53,12266.07215950025,20546.94818496704,205.46948184967042,3.0353224758528086e-05,4770013.625,13.46553385257721,24805.337890625,0.0002979255204343483,1.5843069553375244
54,12437.092433149366,19880.590549468994,198.80590549468994,-0.00012112874435388221,4675729.8125,13.465731024742126,40234.01171875,0.00029784668927234964,1.7450320720672607
55,12349.454230253052,19988.1480178833,199.88148017883302,-0.00016212279570027022,4451731.125,13.440505504608154,23448.84375,0.000297766398923216,1.984773874282837
56,12463.474051738796,20939.310415267944,209.39310415267946,-0.000273806036886981,5279275.8125,13.41559374332428,28160.310546875,0.00029768465017938076,1.761948823928833
57,11953.011630339508,19683.34790611267,196.8334790611267,-6.980115361088224e-05,4752550.6875,13.48696231842041,38212.28125,0.0002976014438476709,1.9586491584777832
58,14331.531815974115,23502.488624572754,235.02488624572754,-0.00202937656689528,6406479.4375,13.419766664505005,28051.287109375,0.0002975167807492994,1.9408800601959229
59,14187.190552778142,23345.024629592896,233.45024629592896,-0.0013261558997328393,6283060.3125,13.498647689819336,32924.85546875,0.0002974306617198568,2.2585599422454834
60,11316.026418924992,18522.480895996094,185.22480895996094,-0.004119668852581526,3829674.5625,13.44187867641449,23765.224609375,0.00029734308760930326,1.727217197418213
61,14596.005252912306,24283.41805458069,242.83418054580687,0.0014182888498908142,7194477.1875,13.453426480293274,35438.9140625,0.00029725405928195976,1.7947561740875244
62,12292.701681503051,21010.70853805542,210.1070853805542,-0.0002637948450683325,5316579.75,13.45863950252533,34803.85546875,0.0002971635776165,1.9267091751098633
63,11782.909156742098,18810.666301727295,188.10666301727295,-0.0059193746601522435,3837851.53125,13.4398775100708,23380.39453125,0.00029707164350594156,2.440023899078369
64,11046.619240009923,17978.501136779785,179.78501136779786,9.493151992501225e-06,3777723.375,13.42664659023285,20567.64453125,0.0002969782578576369,1.6130712032318115
65,12058.60013844136,20092.552665948868,200.92552665948867,-0.00032610477410344174,4775996.25,13.485108137130737,33391.359375,0.00029688342159326476,1.7039070129394531
66,12789.502203999476,20927.084064483643,209.27084064483643,6.686647793685552e-05,5101205.375,13.426359057426453,44305.3203125,0.0002967871356488207,1.6261510848999023
67,12533.325913937017,20600.758931159973,206.00758931159973,0.00012381556052787346,4889235.0625,13.438292026519775,35728.5390625,0.00029668940097460816,1.6212506294250488
68,11056.142432692097,18373.789302825928,183.73789302825926,-0.00011841352488772827,4118388.125,13.438181638717651,32761.650390625,0.00029659021853522887,1.587895154953003
69,11417.904377580875,18773.803844451904,187.73803844451905,4.484400938054023e-05,4269441.8125,13.425979495048523,35214.53515625,0.00029648958930957357,1.5844988822937012
70,12493.569802171172,21343.864634513855,213.43864634513855,-3.821312236595986e-05,5443876.6875,13.492439031600952,42990.9296875,0.000296387514290812,1.6925928592681885
71,12744.695145150527,20439.671766281128,204.39671766281128,-9.963470574803068e-06,4778827.875,13.425461769104004,37961.40625,0.0002962839944863834,1.739055871963501
72,13101.361765832788,21416.076142311096,214.16076142311096,-9.992674540626467e-05,5311867.0625,13.483960747718811,54062.59375,0.00029617903091798647,1.686020851135254
73,11518.417104013979,19920.064603805542,199.20064603805542,-2.174441578972619e-05,4895807.59375,13.454344987869263,40736.40625,0.0002960726246215692,1.6233782768249512
74,11389.318995903923,18604.47401046753,186.0447401046753,-4.2289313569199294e-05,4058699.59375,13.446150302886963,49202.8046875,0.00029596477664731884,1.5781550407409668
75,11977.028096848453,20078.909770965576,200.78909770965575,3.0627008754890994e-05,4595922.84375,13.44916570186615,38374.9609375,0.0002958554880596513,1.6447398662567139
76,12065.329226380969,19702.301876068115,197.02301876068114,2.8182571327306505e-05,4480945.0,13.461938977241516,41666.69921875,0.0002957447599372009,1.5573070049285889
77,13613.06904623078,22402.37470626831,224.0237470626831,1.566029186506057e-05,5876396.125,13.424341082572937,51075.15234375,0.0002956325933728095,1.7018449306488037
78,11717.547107970511,18821.850282669067,188.21850282669067,4.298855856177397e-06,4149729.3125,13.43689489364624,40163.0,0.0002955189894735157,1.8800899982452393
79,11139.925989259162,18523.96915578842,185.2396915578842,-7.124608600861393e-07,4313915.5,13.478697776794434,46628.703125,0.0002954039493605442,1.613886833190918
80,11668.183152477819,19445.35996246338,194.4535996246338,-4.715663919796498e-05,4435975.6875,13.424082398414612,55732.57421875,0.00029528747416929447,1.647486925125122
81,9869.561017722433,16251.269060134888,162.51269060134888,-4.285480827093124e-06,2993037.78125,13.424173831939697,40191.05078125,0.0002951695650493296,1.6432020664215088
82,12272.929246997277,20495.50265789032,204.9550265789032,-0.00020693286410278233,5223330.4375,13.488529682159424,52953.734375,0.00029505022316436507,1.6250948905944824
83,12580.18502679948,20991.948516845703,209.91948516845704,-2.0753670241902e-05,4990631.0625,13.436861634254456,56137.5078125,0.000294929449692257,1.6213881969451904
84,12347.717256193266,21069.655305862427,210.69655305862426,-3.234948849240027e-06,5340940.125,13.453283429145813,55961.765625,0.0002948072458249909,1.575805902481079
85,14212.507370557205,23325.282243728638,233.25282243728637,3.642361207312206e-05,6952457.25,13.51179814338684,66696.328125,0.00029468361276866953,1.5637340545654297
86,11630.283298753104,19064.20831346512,190.6420831346512,-3.577608379146113e-05,4274283.59375,13.482543587684631,51613.93359375,0.0002945585517435013,1.600271224975586
87,13959.690792249981,23926.28737640381,239.2628737640381,-9.482579065434038e-05,6998995.375,13.42365038394928,64412.05078125,0.00029443206398378796,1.622544288635254
88,10245.34911462092,17279.61127090454,172.79611270904542,-1.8307938262296375e-05,3490694.78125,13.460917115211487,48170.12890625,0.00029430415073791266,1.7053608894348145
89,9217.898834721833,15304.049256324768,153.04049256324768,-3.512159673846327e-05,2815196.96875,13.4863783121109,43910.75,0.0002941748132683276,1.6397638320922852
90,13050.904128953358,21217.663372039795,212.17663372039794,-7.725946875325462e-05,5227344.8125,13.469052791595459,59044.24609375,0.00029404405285154126,1.5753798484802246
91,13788.60906929035,22831.247806549072,228.31247806549072,2.858661019899955e-05,5968987.1875,13.4371497631073,65036.05859375,0.00029391187077810625,1.6030468940734863
92,13856.675650717358,22412.628986358643,224.12628986358644,2.1920383915130515e-05,5738018.6875,13.436353921890259,73161.7109375,0.0002937782683526062,1.571619987487793
93,12154.325483117873,20328.3155670166,203.28315567016602,-9.735078560879629e-05,5116643.75,13.44736123085022,62868.58984375,0.0002936432468936432,1.5966510772705078
94,11193.26617441883,18399.830835342407,183.99830835342408,-0.00014349730236062896,3887515.25,13.424648404121399,60902.51171875,0.00029350680773382445,1.552304983139038
95,13082.796560623681,21610.959766864777,216.10959766864778,-5.3983854715777824e-05,5274710.1875,13.473076224327087,82071.390625,0.00029336895221974935,1.6169250011444092
96,11008.794379006724,18575.36752319336,185.75367523193358,-4.386198179417988e-05,3998207.09375,13.436795353889465,53134.75,0.0002932296817119963,1.6599669456481934
97,12702.78382851153,20258.811889648438,202.5881188964844,-3.363267035183526e-05,4656895.6875,13.425476908683777,63919.65625,0.00029308899758510886,1.760624885559082
98,11709.41009868459,19346.738249778748,193.46738249778747,-1.8241116976014382e-05,4509090.875,13.48583436012268,73671.1171875,0.00029294690122758267,1.5988349914550781
99,12132.941151481513,19755.106735229492,197.55106735229492,-6.628724645452166e-05,4709997.0625,13.451669335365295,68681.7734375,0.00029280339404185135,1.5947887897491455
100,12059.863952694874,19854.132667541504,198.54132667541504,-4.6039103949624405e-05,4712817.5625,13.444438457489014,67371.3515625,0.0002926584774442729,1.5519559383392334
101,13464.652235480908,22421.44976043701,224.2144976043701,-0.00015540115782641806,6096601.8125,13.509777545928955,80045.8515625,0.0002925121528651156,1.9316506385803223
102,11264.329903067945,18734.50489425659,187.3450489425659,-0.00010042448843705643,4072341.6875,13.434749603271484,66724.546875,0.00029236442174854406,1.5736513137817383
103,12370.33677585365,20481.1156167984,204.811156167984,-1.3413463420874905e-05,4973291.25,13.480352878570557,74631.40625,0.00029221528555260464,1.845257043838501
104,11391.990164621046,18848.0398979187,188.48039897918702,-0.0001524700778645638,4007058.90625,13.480010032653809,74368.9609375,0.00029206474574921144,1.6358988285064697
105,9637.257436854668,16448.443843841553,164.48443843841554,5.274447039482766e-05,3281989.71875,13.460203170776367,62306.19140625,0.0002919128038241316,1.7777421474456787
106,12191.496729062566,20181.973720550537,201.81973720550536,-0.000160150410465576,4619798.75,13.392224550247192,73479.4765625,0.00029175946127697056,1.7493360042572021
107,11792.648062363767,19205.15252685547,192.05152526855468,-0.00014882009600114543,4317385.9375,13.408146977424622,71061.0625,0.0002916047196211573,1.9203169345855713
108,9195.520239141015,15699.931471824646,156.99931471824647,-0.00010496606000742759,2897549.625,13.483312964439392,62256.6328125,0.00029144858038392953,1.6453981399536133
109,11289.404010875933,18582.823276519775,185.82823276519775,5.53793101971678e-05,3937597.34375,13.508189678192139,73813.140625,0.0002912910451063184,1.7296380996704102
110,10825.929902047288,18003.53296661377,180.0353296661377,-0.0001959426616622295,3638108.09375,13.421906352043152,61076.52734375,0.0002911321153431337,1.6145360469818115
111,11884.225808374056,20146.426387786865,201.46426387786866,-0.00013548386414186098,4852179.0625,13.444761157035828,86507.9140625,0.0002909717926629478,1.6333990097045898
112,11616.928296215076,19038.948959350586,190.38948959350586,-5.369664484078385e-05,4174043.375,13.455288529396057,79283.625,0.000290810078648081,1.7050352096557617
113,12872.95425191005,21406.008575439453,214.06008575439452,-2.421625021042928e-05,5243928.5,13.467411279678345,92823.9765625,0.00029064697489458523,1.7762277126312256
114,11379.034575280832,18848.56071472168,188.4856071472168,3.185075365763623e-05,3916125.78125,13.458999156951904,79108.2421875,0.0002904824830122288,1.6083049774169922
115,10632.51129124417,18515.33627986908,185.1533627986908,1.6103706059311662e-05,4195591.6875,13.484057068824768,84350.3828125,0.00029031660462448,1.7136108875274658
116,11085.637364288168,19140.141783714294,191.40141783714296,-1.7843002069639624e-05,4486035.1875,13.45925509929657,86074.578125,0.0002901493413684917,1.6165728569030762
117,12727.63896946672,20347.34686279297,203.4734686279297,-0.0004116242906775369,4524928.1875,13.398634314537048,75965.671875,0.00028998069489508463,1.672555685043335
118,11157.81826899438,18445.938415527344,184.45938415527343,-0.0002416352096297203,3875884.75,13.459303617477417,78321.328125,0.0002898106668687315,1.6088929176330566
119,10702.43687978978,18292.684297561646,182.92684297561647,-0.0003693380103868549,3925773.15625,13.436182022094727,83221.390625,0.00028963925896754024,1.6050841808319092
120,11994.638541406963,19518.068126678467,195.18068126678466,-0.0006723769329255447,4198990.8125,13.425482869148254,80631.0,0.0002894664728832376,1.689058780670166
121,12383.306598364064,20972.63580107689,209.72635801076888,-0.0002418628938016809,5435206.75,13.484033823013306,100702.3046875,0.0002892923103211525,1.5617918968200684
122,13298.11852257943,22126.017219543457,221.26017219543456,-2.482168715900457e-05,5545120.25,13.48315942287445,100827.0,0.0002891167730001991,1.5124411582946777
123,10884.38903011705,18495.852452278137,184.95852452278137,-8.013748785629105e-05,3916564.78125,13.474265456199646,91410.7578125,0.0002889398626528599,1.5473909378051758
124,11913.8728040266,19555.592792510986,195.55592792510987,1.5895788465059013e-05,4317170.5625,13.4571692943573,96028.046875,0.0002887615810251686,1.5415380001068115
125,12218.097656477337,20389.751712799072,203.8975171279907,-0.000266465047843667,4987815.375,13.460003018379211,95700.65625,0.0002885819298766929,1.5151350498199463
126,13851.328683488751,22486.902976989746,224.86902976989745,-1.3246250318843522e-06,5864269.4375,13.454424858093262,110323.21875,0.0002884009109805171,1.687002182006836
127,11839.453970355038,19383.721965789795,193.83721965789795,7.431027955817626e-05,4321302.90625,13.477953791618347,104145.46875,0.00028821852612322466,1.5165431499481201
128,12469.01071658805,21157.92090988159,211.5792090988159,-0.0003618111105652133,5661587.5,13.444717049598694,114565.0078125,0.00028803477710488045,1.559149980545044
129,12306.442517475092,19842.427505493164,198.42427505493163,-0.0007020216177124894,4475025.9375,13.446553468704224,103981.40625,0.0002878496657390131,1.5655460357666016
130,10209.276141852593,16461.36679458618,164.6136679458618,-0.0012408696977672662,2960004.875,13.458529591560364,85166.671875,0.0002876631938525971,1.5809571743011475
131,12310.177196229315,20980.361568450928,209.80361568450928,-0.0024891083096463262,5032202.5,13.446998953819275,111147.6484375,0.0002874753632860346,1.6145620346069336
132,12731.723818035985,21432.191230773926,214.32191230773927,1.1059351436415454e-05,5464279.3125,13.504311084747314,120916.078125,0.00028728617589313755,1.5494389533996582
133,12868.53610894042,20849.888652801514,208.49888652801513,0.00028552813455462456,4992850.6875,13.464953899383545,107840.5390625,0.0002870956335411091,1.6838300228118896
134,10478.189927138772,16978.047589302063,169.78047589302062,-0.0005180153525543574,3318269.59375,13.485810995101929,89166.671875,0.00028690373811052536,1.5146291255950928
135,13094.010365485403,21351.96272277832,213.5196272277832,-0.0027029327536638448,5098745.25,13.429805994033813,119842.890625,0.00028671049149531675,1.587954044342041
136,11603.571665391595,19563.30305480957,195.6330305480957,0.0003765053511415317,4321611.1875,13.463229775428772,113525.078125,0.0002865158956027493,1.643733024597168
137,12184.382378124032,20224.559151649475,202.24559151649476,-4.201185720376088e-05,4580720.6875,13.480450987815857,111338.359375,0.000286319952353406,1.513056993484497
138,11708.03498974557,19577.726057052612,195.77726057052612,-0.0009905296610668302,4280379.46875,13.377987384796143,119868.4296875,0.00028612266368116746,1.536172866821289
139,12092.746204474384,19868.624767303467,198.68624767303467,-0.001162336233392125,4568720.5,13.44983685016632,119609.453125,0.00028592403153319344,1.7679259777069092
140,11726.250966557836,18571.001430511475,185.71001430511475,-0.0004574187239825278,3693287.375,13.453747272491455,102882.53125,0.0002857240578699029,1.790863037109375
141,13456.916041768052,22025.49789237976,220.2549789237976,-3.23753082938083e-05,5445458.25,13.479977130889893,128515.3203125,0.0002855227446649552,1.8397870063781738
142,10952.265929840607,17730.704277038574,177.30704277038575,-0.0008580649512168748,3496718.5,13.436922788619995,109280.7109375,0.00028532009390523037,1.5936870574951172
143,11533.312898513797,18896.242221832275,188.96242221832276,-2.8603452733477752e-05,4251027.5625,13.503188371658325,117161.046875,0.00028511610759080966,1.530980110168457
144,12966.488411209524,21395.359230041504,213.95359230041504,9.585534280631691e-05,5120706.0625,13.449395418167114,117425.515625,0.00028491078773495564,1.539214849472046
145,12198.464093575472,20791.724212646484,207.91724212646486,-0.00012539058116090018,4645755.0,13.43734610080719,123909.484375,0.0002847041363640923,1.6681859493255615
146,11306.865661308182,18914.049800872803,189.14049800872803,3.462600443526753e-05,3897479.375,13.50282621383667,115176.7890625,0.0002844961555177854,1.5591859817504883
147,10893.446290310552,18259.6586227417,182.596586227417,-0.0002214038822785369,3670508.4375,13.454322338104248,111396.15625,0.0002842868472487218,1.528493881225586
148,9216.701331786666,15356.834358215332,153.56834358215332,-0.0008555258228852836,2721117.03125,13.459900856018066,94787.828125,0.0002840762136226896,1.759626865386963
149,14244.647791538533,23544.263028144836,235.44263028144837,3.6680397897725925e-05,6315849.8125,13.47975778579712,165015.3125,0.00028386425671855775,1.5967791080474854
150,13223.170826683427,21320.764526367188,213.20764526367188,0.0002083666618091229,5107726.0625,13.453546166419983,135112.96875,0.00028365097862825524,1.583616018295288
151,11836.725915400164,19742.970050811768,197.42970050811766,0.00024910322190407896,4305611.25,13.453004479408264,129793.59375,0.00028343638145675076,1.700289011001587
152,11620.981948757026,18932.060123443604,189.32060123443603,6.564354725924204e-05,4000744.6875,13.44207775592804,118385.6171875,0.0002832204673220317,1.5341460704803467
153,14167.393602685172,23309.91269683838,233.09912696838379,-0.0002424794408852904,6056682.125,13.421643733978271,151728.765625,0.0002830032383550835,1.565514087677002
154,11795.820050397617,19663.889547348022,196.63889547348023,-1.898713230730209e-05,4349353.15625,13.501740217208862,138639.65625,0.0002827846966998683,1.5462229251861572
155,10838.209317286226,18877.903217315674,188.77903217315674,-0.00048737067845650017,4238473.6875,13.449642419815063,135677.59375,0.0002825648445133041,1.6057960987091064
156,13859.090490369956,22246.463260650635,222.46463260650634,0.000748869458561785,5614155.0,13.395753979682922,153315.890625,0.00028234368396524306,1.8081867694854736
157,12111.10542506481,20124.712907791138,201.24712907791138,-0.0011768951854094212,4582689.3125,13.446889638900757,145883.40625,0.0002821212172384506,1.6738097667694092
158,14130.419617600372,23101.196937561035,231.01196937561036,-0.0003601014913101608,6002156.25,13.45032286643982,168666.46875,0.0002818974465285835,1.5534768104553223
159,12429.213011796173,21071.24963760376,210.7124963760376,-2.72308368494123e-05,5116200.5,13.483014702796936,152211.203125,0.00028167237404416837,1.5683958530426025
160,10612.889774898706,18422.076698303223,184.22076698303223,-0.0019654746221249297,3890663.6875,13.422853112220764,128125.9453125,0.0002814460020065796,1.6311869621276855
161,11988.780518588183,19254.832817077637,192.54832817077636,0.0018058437785839487,4221310.125,13.416216731071472,131080.59375,0.000281218332650018,1.6315550804138184
162,11670.386837751817,19847.586191177368,198.47586191177368,1.4548861145158298e-05,4322731.5625,13.47244668006897,149982.640625,0.0002809893682214881,1.5714221000671387
163,12153.546328548404,19372.398493766785,193.72398493766784,-0.001185028933605281,4216167.15625,13.466007351875305,151864.96875,0.00028075911098077643,1.5681793689727783
164,11145.958817537152,18037.19264984131,180.37192649841307,0.0003240395647026162,3537027.34375,13.474809408187866,139083.609375,0.0002805275632004289,1.6356201171875
165,13228.967958176512,21398.45371246338,213.9845371246338,-0.0002863265615360433,4949821.6875,13.464895009994507,149546.625,0.0002802947271657288,1.7853939533233643
166,13228.304762339681,21514.57165145874,215.1457165145874,0.0001648937634399772,5278795.375,13.440217852592468,148989.0,0.00028006060517467356,1.589595079421997
167,10643.501217754254,17139.484413146973,171.39484413146974,7.105776580829115e-05,3367812.8125,13.454120755195618,134552.15625,0.0002798251995379529,1.594059944152832
168,13280.872364067332,21227.935232162476,212.27935232162474,7.105936936113721e-05,5425607.75,13.449575424194336,171344.015625,0.0002795885125789253,1.5506079196929932
169,13997.557339711531,23865.325202941895,238.65325202941895,-0.00018523646656376513,6377546.625,13.441893339157104,186630.078125,0.00027935054663359563,1.5712392330169678
170,12481.117740348502,20113.48834991455,201.1348834991455,-2.7220231686442276e-06,4591100.4375,13.478754162788391,168527.25,0.0002791113040505916,1.6487572193145752
171,13408.693246760802,22420.070976257324,224.20070976257324,0.0007099707981979009,5838302.25,13.436983942985535,173355.15625,0.0002788707871911409,1.5358328819274902
172,14301.82638412666,23546.561809539795,235.46561809539796,0.0001203705455736781,6441616.5625,13.462069630622864,210184.84375,0.0002786289984290479,1.5440680980682373
173,12964.928172495038,20983.00738143921,209.83007381439208,-7.769765034026932e-06,5136582.9375,13.484017968177795,180440.84375,0.00027838594015067,1.7564911842346191
174,11455.795112530528,19094.57478237152,190.9457478237152,3.931961032321851e-05,4141948.03125,13.481513500213623,159079.703125,0.0002781416147548943,1.6732287406921387
175,12616.45919372908,20391.42294692993,203.91422946929933,-0.00410219902710196,4527285.59375,13.418288469314575,154050.109375,0.0002778960246531139,1.6798129081726074
176,11677.702998601515,18393.9005279541,183.93900527954102,-1.2337331554590492e-05,3570422.625,13.44038212299347,156911.234375,0.0002776491722692038,1.5756268501281738
177,11396.70857954952,18299.559684753418,182.9955968475342,-0.0015512159434365458,3754810.09375,13.442545175552368,162034.03125,0.0002774010600394975,1.630061149597168
178,11334.690149757085,19002.24019241333,190.0224019241333,-0.00045541327085629746,4042466.53125,13.439786195755005,170601.359375,0.0002771516904127625,1.5598909854888916
179,11226.087549284075,18703.211866378784,187.03211866378786,-0.0006617941335207433,4088947.9375,13.448597192764282,155114.328125,0.00027690106585017636,1.6374180316925049
180,10324.126634825412,17211.412422180176,172.11412422180175,0.0008243490519816987,3192016.59375,13.416925191879272,148280.03125,0.0002766491888253023,1.7825939655303955
