episode,return,G_val,baseline,total_rate,val_rate,rate_per_client,val_rate_per_client,loss,entropy,grad_norm,sec
33,4839.77392578125,,4772.740979761174,212806.1602087021,,75.57036939229478,,-0.008166478946805,2.1783769130706787,0.09707130491733551,11.484705924987793
34,5147.1865234375,,4776.4854351979375,204715.26946258545,,81.46250277062693,,0.0015022149309515953,2.178393602371216,0.15375535190105438,9.26340103149414
35,4693.822265625,,4775.658803502209,220092.85188484192,,74.33058152139208,,-0.007523377891629934,2.178291082382202,0.08429603278636932,9.975121021270752
36,4868.787109375,,4776.5900865609365,210475.3852519989,,76.59220715138242,,-0.004594405647367239,2.1786224842071533,0.13586118817329407,9.413209915161133
37,4666.8291015625,,4775.492476710952,216526.08749485016,,73.07664107149853,,-0.02800682932138443,2.1777689456939697,0.1620246022939682,10.332767963409424
38,4745.6982421875,,4775.194534365718,208108.6201210022,,74.94008646777176,,-0.011707674711942673,2.177198886871338,0.15756243467330933,9.173880100250244
39,4785.15185546875,,4775.2941075767485,205169.90662193298,,74.68871737238186,,-0.01072592195123434,2.177307605743408,0.1546487957239151,10.465133666992188
40,4828.98193359375,113.7113265991211,4775.830985836918,205884.48672485352,181663.74349594116,75.08551667573067,66.49478166030057,-0.02184870094060898,2.176564931869507,0.1078195720911026,41.46234393119812
41,4884.451171875,,4776.9171876973,209722.453666687,,76.59695166789153,,-0.01264260709285736,2.175908327102661,0.09727064520120621,10.40959882736206
42,4896.6962890625,,4778.114978710952,213576.0762796402,,78.03291058810383,,0.0024254797026515007,2.176506757736206,0.1757926344871521,10.442903757095337
43,4950.12060546875,,4779.83503497853,213177.16303825378,,77.83028953568959,,-0.01240147277712822,2.1754562854766846,0.08442012220621109,10.029661893844604
44,4835.64794921875,,4780.393164120932,205503.73803186417,,75.8596301335785,,-0.009045408107340336,2.1770153045654297,0.11850111186504364,10.487458229064941
45,4743.06982421875,,4780.01993072191,199210.7068014145,,74.47129226221102,,-0.010024283081293106,2.1759302616119385,0.13368310034275055,10.78373122215271
46,4839.00830078125,,4780.609814422503,208854.68323516846,,76.08549480334005,,-0.012003356590867043,2.1755733489990234,0.1309632956981659,10.356930017471313
47,4735.14501953125,,4780.155166473591,213439.07275390625,,74.91718945381055,,-0.012703864835202694,2.1768007278442383,0.14100776612758636,10.57160997390747
48,4770.8798828125,,4780.06241363698,207182.71449661255,,75.31178280502093,,-0.0022300276905298233,2.1756246089935303,0.09371531754732132,8.594489097595215
49,4848.63623046875,,4780.748151805297,209224.26903915405,,75.61411963829204,,0.0017129043117165565,2.1762146949768066,0.13906092941761017,10.067255020141602
50,4862.27197265625,100.66578674316406,4781.563390013806,225018.80971336365,158280.38270950317,75.78942732009554,58.57897213527134,-0.01576770469546318,2.1765618324279785,0.13975106179714203,36.04191517829895
51,4903.7783203125,,4782.785539316794,217301.40417575836,,77.55224988428208,,-0.009339982643723488,2.1774861812591553,0.11735131591558456,1.7620532512664795
52,4876.501953125,,4783.722703454876,221534.66159629822,,76.25978023968958,,-0.010528710670769215,2.1766855716705322,0.10824809968471527,1.7510521411895752
53,4942.1875,,4785.307351420327,227931.4932384491,,77.71274914369215,,0.009269975125789642,2.1772522926330566,0.1432747095823288,1.8497731685638428
54,4486.2685546875,,4782.316963452999,190674.10471630096,,71.28003914628073,,-0.010499761439859867,2.178032875061035,0.10327059775590897,1.7028250694274902
55,4756.09814453125,,4782.054775263781,209513.46828651428,,74.0068768232124,,-0.010091649368405342,2.1770849227905273,0.11262838542461395,1.8640000820159912
56,4850.62841796875,,4782.74051169083,206346.98013305664,,76.33998525085336,,-0.018623111769557,2.177607774734497,0.1289142519235611,1.843384027481079
57,4745.17138671875,,4782.364820441109,211543.63116073608,,74.22583549499512,,-0.005787048023194075,2.1782989501953125,0.14298172295093536,1.8049638271331787
58,4906.63916015625,,4783.607563838261,225272.56094360352,,76.67548023948383,,-0.016804881393909454,2.1789376735687256,0.1071663424372673,1.833860158920288
59,4882.6328125,,4784.597816324878,211391.29697799683,,76.06739725728565,,-0.009944980964064598,2.17829966545105,0.14512565732002258,1.846742868423462
60,4877.56103515625,84.5469741821289,4785.527448513191,211017.64568328857,135143.14959478378,77.38087483802295,52.07828500762381,-0.004375535994768143,2.179142951965332,0.10944761335849762,7.732407093048096
61,4855.12451171875,,4786.223419145246,208937.158536911,,77.38413279144852,,-0.013262364082038403,2.179441213607788,0.12287616729736328,10.75319504737854
62,4740.53662109375,,4785.766551164731,205238.1422290802,,74.57781330998554,,0.0038180705159902573,2.178651809692383,0.14142850041389465,11.066399097442627
63,4769.28466796875,,4785.601732332771,200512.53611183167,,74.9579574249838,,-0.01143213827162981,2.1790730953216553,0.12887617945671082,10.540617942810059
64,4899.7470703125,,4786.7431857125675,225592.54168701172,,76.4202376988522,,-0.004338163882493973,2.178330421447754,0.09537991136312485,11.539752006530762
65,4969.9423828125,,4788.575177683567,214122.82205200195,,77.41244470426679,,-0.011323914863169193,2.179236650466919,0.1404290795326233,10.70452880859375
66,4813.2685546875,,4788.822111453606,221449.92726516724,,75.50287325781358,,-0.02248494327068329,2.1804561614990234,0.17102256417274475,9.911322832107544
67,4933.46044921875,,4790.268494831257,228134.01712417603,,76.7869461878748,,0.005379938520491123,2.180346727371216,0.12515901029109955,9.803071975708008
68,4724.46484375,,4789.610458320445,211065.6644268036,,73.87667638320042,,-0.008925488218665123,2.1804850101470947,0.13379766047000885,11.572232961654663
69,4984.50244140625,,4791.559378151303,226235.17273139954,,78.11988008680923,,-0.011468445882201195,2.180600166320801,0.15139159560203552,9.049220085144043
70,4909.548828125,135.4632568359375,4792.73927265104,206871.29342651367,217386.48926830292,77.30616346282275,76.65249974199679,-0.005376436281949282,2.181638717651367,0.09405854344367981,49.75444197654724
71,4887.6318359375,,4793.688198283904,214975.93807792664,,76.15158982569133,,-0.01697372831404209,2.181859016418457,0.10692109167575836,9.927500247955322
72,4930.12255859375,,4795.052541887003,222186.59560966492,,76.85458167058627,,-0.01603599637746811,2.182443618774414,0.0787489265203476,6.918188810348511
73,4826.8564453125,,4795.370580921258,204750.96993637085,,75.4147218918493,,-0.027084317058324814,2.1820595264434814,0.1324099749326706,9.688066005706787
74,4715.12353515625,,4794.568110463608,218986.68030548096,,73.65848648014833,,-0.013695505447685719,2.182281255722046,0.1378430426120758,2.4686012268066406
75,4957.76708984375,,4796.20010025741,223872.00971221924,,77.518008903123,,-0.025902023538947105,2.182021141052246,0.11308237165212631,1.7536838054656982
76,4800.31591796875,,4796.241258434524,205624.35106277466,,74.88140970967758,,-0.028867285698652267,2.1816349029541016,0.17581228911876678,1.8091790676116943
77,4589.189453125,,4794.170740381428,203455.14833688736,,72.97530428152345,,-0.007329551503062248,2.182744026184082,0.11169104278087616,1.7496240139007568
78,4827.05224609375,,4794.4995554385505,213825.95984268188,,76.17597429379475,,-0.01639639027416706,2.1811110973358154,0.09859408438205719,1.8598127365112305
79,4754.88330078125,,4794.103392891977,205640.44733810425,,74.66973396445324,,-0.006669213995337486,2.180722713470459,0.11870342493057251,1.7256920337677002
80,4879.68310546875,152.11276245117188,4794.959190017745,216412.74866104126,242365.60316467285,76.7149055870405,79.20444547865125,-0.008400348015129566,2.1812360286712646,0.10112304240465164,7.81818699836731
81,4798.3935546875,,4794.993533664442,204467.59214162827,,75.56082488604149,,-0.022168772295117378,2.181941509246826,0.12791721522808075,1.7235438823699951
82,4679.48291015625,,4793.83842742936,216264.76239395142,,74.70285402209029,,-0.013669739477336407,2.1818225383758545,0.13641977310180664,1.8619117736816406
83,4741.6875,,4793.316918155067,221635.72668409348,,74.5244541641202,,-0.009857052937150002,2.182551622390747,0.15145042538642883,11.621387958526611
84,4680.2822265625,,4792.186571239141,203547.2542591095,,73.32393885414608,,-0.0066674621775746346,2.181081533432007,0.13533051311969757,10.022257089614868
85,4794.38427734375,,4792.208548300187,213081.13570785522,,76.15480189701759,,-0.027246959507465363,2.1816647052764893,0.09774123132228851,9.90633487701416
86,5037.1611328125,,4794.658074145311,204690.14041137695,,79.15318654732287,,-0.011490514501929283,2.1818108558654785,0.16600772738456726,10.892867088317871
87,4838.712890625,,4795.098622310107,225426.74560546875,,75.95240754901238,,-7.408671081066132e-06,2.1813766956329346,0.16575859487056732,10.454424858093262
88,5075.326171875,,4797.900897805756,211878.8005065918,,78.67760880304189,,-0.0277448408305645,2.1802785396575928,0.10843759030103683,1.7461051940917969
89,4791.10546875,,4797.832943515199,215711.8104133606,,75.84803460385393,,-0.007339100353419781,2.1819748878479004,0.1256418526172638,2.2042531967163086
90,4904.94873046875,85.48646545410156,4798.9041013847345,218408.4255580902,134218.73307609558,77.2580210675947,49.76593736599762,-0.003305959515273571,2.182149887084961,0.15422596037387848,7.783018112182617
91,4729.7490234375,,4798.212550605262,208055.9036502838,,74.7058900001019,,-0.010390440933406353,2.181136131286621,0.12265294045209885,1.7681560516357422
92,4977.73193359375,,4800.007744435146,213356.37062835693,,78.09530403673386,,-0.021322838962078094,2.1816906929016113,0.13014677166938782,1.8285858631134033
93,4949.361328125,,4801.501280272045,221517.99035835266,,77.72561065205356,,-0.018944382667541504,2.181997776031494,0.09417177736759186,1.7138862609863281
94,4753.56591796875,,4801.021926649011,223490.04764175415,,75.0218353950165,,-0.016183461993932724,2.181575059890747,0.11559606343507767,1.9206469058990479
95,4704.42041015625,,4800.0559114840835,217855.8306159973,,73.59994277567476,,-0.012480410747230053,2.181551218032837,0.10900358855724335,11.33521318435669
96,4953.8623046875,,4801.593975416117,223160.95642089844,,77.62120223335597,,-0.0066620586439967155,2.1808981895446777,0.12900978326797485,11.064434051513672
97,4817.1416015625,,4801.749451677581,219317.05083847046,,77.03444005566226,,-0.020975228399038315,2.182223320007324,0.13605087995529175,12.463932991027832
98,4823.7333984375,,4801.969291145181,219016.2848701477,,76.63270989158423,,-0.026750817894935608,2.1812825202941895,0.1344289928674698,2.231766700744629
99,4778.95751953125,,4801.739173429042,206508.9055223465,,74.17704939739457,,-0.0029633818194270134,2.1819021701812744,0.13180044293403625,2.1077592372894287
100,4809.58203125,86.10894775390625,4801.8176020072515,216133.55072498322,137417.11204910278,76.8338253554864,49.78880871344304,-0.010277152061462402,2.181093215942383,0.14216868579387665,7.789556980133057
101,4778.60009765625,,4801.585426963742,213221.00749111176,,74.42269022377374,,-0.020639855414628983,2.181201934814453,0.09329681098461151,1.9831621646881104
102,4882.1689453125,,4802.39126214723,209315.58491706848,,76.95425916068695,,-0.016177034005522728,2.180764675140381,0.10617667436599731,1.765784740447998
103,4761.3837890625,,4801.981187416383,209613.65123653412,,75.10342215569119,,-0.020755339413881302,2.1811609268188477,0.14825491607189178,2.063512086868286
104,4964.3046875,,4803.60442241722,209294.75011634827,,77.66038965356151,,-0.001406594179570675,2.1800754070281982,0.12276216596364975,1.723296880722046
105,4810.68896484375,,4803.675267841485,208519.74838733673,,75.90817196481133,,-0.015586229041218758,2.180420160293579,0.0877901241183281,1.751913070678711
106,4796.51904296875,,4803.603705592758,208670.08317279816,,74.98026704017181,,-0.024006620049476624,2.1798574924468994,0.14762574434280396,1.783963918685913
107,4849.21533203125,,4804.059821857143,208332.81578063965,,76.08941409081068,,-0.003161669708788395,2.1797778606414795,0.15127629041671753,9.95636796951294
108,4963.6005859375,,4805.655229497947,232265.09167099,,78.7873445288297,,-0.011194031685590744,2.1787588596343994,0.1519910842180252,11.056012153625488
109,4884.1611328125,,4806.440288531093,209755.6237449646,,77.3435190800017,,-0.019544098526239395,2.1788289546966553,0.11387542635202408,10.143019914627075
110,4751.3720703125,82.51393127441406,4805.889606348906,212233.13168525696,129346.59856414795,74.31132061808717,52.19798166430506,-0.008066495880484581,2.1792056560516357,0.1058143749833107,45.65362477302551
111,4771.31298828125,,4805.5438401682295,211617.3849182129,,75.6587003640375,,-0.019716672599315643,2.1781978607177734,0.14449578523635864,10.562694787979126
112,4836.95166015625,,4805.8579183681095,212113.0298423767,,76.51985203548944,,-0.009559236466884613,2.177846670150757,0.15540553629398346,10.455702066421509
113,4978.14453125,,4807.580784496929,215986.70937919617,,78.51207174816291,,-0.012879590503871441,2.1793699264526367,0.14753717184066772,9.970148086547852
114,4750.82275390625,,4807.013204191022,194506.0734653473,,74.40936245805176,,-0.003033599816262722,2.1785292625427246,0.1691945344209671,10.00559115409851
115,4745.0576171875,,4806.393648320986,222539.65984344482,,75.15692666107559,,-0.01268639974296093,2.178948163986206,0.10868573933839798,11.679675817489624
116,4646.6904296875,,4804.796616134652,210650.9504737854,,73.55130952296976,,-0.011097732931375504,2.1782076358795166,0.09942398965358734,12.00783634185791
117,4740.66796875,,4804.155329660806,198994.37842941284,,74.44608246517502,,-0.023127757012844086,2.177534818649292,0.11372023820877075,11.62215518951416
118,4763.1552734375,,4803.745329098573,198210.87573051453,,75.22234373074555,,0.003833840601146221,2.178257942199707,0.1198265329003334,11.762755870819092
119,4725.89599609375,,4802.966835768525,212615.81235074997,,73.79931008356472,,-0.0059173740446567535,2.1778275966644287,0.13766281306743622,11.398062944412231
120,4591.9208984375,143.397705078125,4800.856376395215,204759.68651103973,224993.80681312084,72.7646362867945,79.30694635640495,-0.002966051921248436,2.1790168285369873,0.13835668563842773,44.753512144088745
121,4763.390625,,4800.481718881263,211167.11584472656,,75.443771291435,,-0.03780228644609451,2.176856517791748,0.1278122067451477,11.28086805343628
122,4910.92138671875,,4801.586115559638,208374.34964847565,,77.26153120076961,,-0.01199568621814251,2.1780097484588623,0.10415438562631607,10.414682865142822
123,5091.71923828125,,4804.487446786854,232450.80556488037,,79.93494001543341,,-0.018867623060941696,2.176527261734009,0.15412333607673645,12.580187797546387
124,4796.22607421875,,4804.404833061173,204729.40693855286,,74.96499704817022,,-0.01212410070002079,2.178663969039917,0.14196979999542236,12.397692203521729
125,4738.9140625,,4803.749925355562,211266.77655601501,,73.94706914806265,,-0.006998447701334953,2.1766905784606934,0.1299898475408554,10.9281747341156
126,4757.958984375,,4803.292015945756,208743.4678955078,,75.06057817170364,,-0.009624389931559563,2.1776747703552246,0.10466369986534119,11.09823727607727
127,4813.30517578125,,4803.392147544111,205903.32094192505,,75.81123746020805,,0.0006876923143863678,2.1779303550720215,0.16716444492340088,11.573623657226562
128,4763.56201171875,,4802.993846185857,220818.03834819794,,74.95520649972775,,-0.024997800588607788,2.1776366233825684,0.19688841700553894,12.303871870040894
129,4936.248046875,,4804.326388192749,211472.58103179932,,76.89912037519976,,-0.024990756064653397,2.177759885787964,0.18201926350593567,11.400443315505981
130,4790.89697265625,108.03828430175781,4804.192094037384,208976.18661689758,168403.13171195984,75.03633271701888,60.68581322953508,-0.017484497278928757,2.1781041622161865,0.16913095116615295,43.82339096069336
131,4859.3291015625,,4804.743464112636,225775.66915893555,,77.05654237506333,,-0.02610943838953972,2.1758761405944824,0.1375468373298645,10.461251974105835
132,4904.23388671875,,4805.738368338697,214603.5642375946,,76.20865207300945,,0.004860681481659412,2.176950693130493,0.12475799024105072,10.317009210586548
133,4576.318359375,,4803.44416824906,202851.98225307465,,71.7552112674477,,-0.015273056924343109,2.1778290271759033,0.14374017715454102,10.618151903152466
134,4958.46142578125,,4804.994340824382,237971.31465244293,,77.18823050679303,,-0.025623686611652374,2.1769399642944336,0.19841890037059784,9.87727689743042
135,4842.61767578125,,4805.37057417395,220624.13777160645,,76.39339950540389,,-0.006360578816384077,2.175623893737793,0.10437024384737015,4.21429181098938
136,4739.091796875,,4804.707786400961,209483.5827445984,,75.19152288032964,,-0.008558052591979504,2.1762969493865967,0.10242336243391037,1.9474499225616455
137,4902.37158203125,,4805.684424357264,226350.89233875275,,77.57055940327373,,-0.005613092798739672,2.1770873069763184,0.16145607829093933,2.186028003692627
138,4752.51806640625,,4805.152760777754,220336.216091156,,75.02084306814982,,-0.024311061948537827,2.1740410327911377,0.16846969723701477,2.2387869358062744
139,4917.6142578125,,4806.277375748102,210400.93950271606,,77.81099833680328,,0.0036158831790089607,2.175537586212158,0.14708124101161957,1.7689039707183838
140,4729.1591796875,94.39799499511719,4805.506193787495,215780.5147705078,147715.37566375732,74.4841266035581,52.30714435685458,-0.025013450533151627,2.176645278930664,0.16147322952747345,7.738318204879761
141,4778.27978515625,,4805.233929701183,216023.9733362198,,75.24345988722389,,-0.01373679656535387,2.176753044128418,0.1434054970741272,1.9184608459472656
142,4869.2880859375,,4805.874471263546,214147.00416374207,,77.44918776265536,,-0.024226205423474312,2.1778624057769775,0.1059364527463913,1.9742388725280762
143,4846.8896484375,,4806.284623035286,198019.22898101807,,76.24922178706895,,-0.017555341124534607,2.1759698390960693,0.17051149904727936,1.6732971668243408
144,4740.49951171875,,4805.6267719221205,205003.22714233398,,74.79139990599562,,-0.012405579909682274,2.175999402999878,0.14718447625637054,1.8264141082763672
145,4964.048828125,,4807.21099248415,210963.915266037,,76.96603986356695,,-0.01725739985704422,2.174898624420166,0.11264586448669434,1.8126599788665771
146,4942.046875,,4808.559351309308,215384.73029327393,,78.435808555453,,-0.015356712974607944,2.176957845687866,0.18071749806404114,2.3119289875030518
147,4842.6025390625,,4808.89978318684,210052.6918106079,,76.77364466761985,,-0.013984953053295612,2.1767818927764893,0.09619652479887009,1.9554047584533691
148,4843.4296875,,4809.245082229972,204511.85874557495,,76.16829003559589,,-0.009618230164051056,2.17508602142334,0.13195331394672394,1.886173963546753
149,5126.37158203125,,4812.416347227984,229696.91061401367,,80.03376676446469,,0.0024500712752342224,2.1768577098846436,0.1458989679813385,1.789212942123413
150,4655.83154296875,135.65087890625,4810.8504991853915,213688.13371372223,213194.73632621765,72.90622098728156,83.3769011835032,-0.02025454491376877,2.1741418838500977,0.14698545634746552,7.214241027832031
151,4638.21240234375,,4809.124118216975,196934.79470443726,,73.45572350034959,,-0.018028607591986656,2.176104784011841,0.1649671196937561,1.7224211692810059
152,4835.77294921875,,4809.390606526993,226343.53580665588,,77.40886997491651,,-0.008859347552061081,2.17691707611084,0.09883774816989899,1.7058837413787842
153,4913.1962890625,,4810.428663352348,212310.7005057335,,77.23197544770225,,0.01158771850168705,2.17500376701355,0.1323116421699524,1.7196869850158691
154,4853.4208984375,,4810.858585703199,206572.69647598267,,76.33876440354126,,-0.007981794886291027,2.1754324436187744,0.11209636181592941,4.13836407661438
155,4889.61279296875,,4811.646127775854,223615.97325325012,,76.24138194792026,,0.0016220351681113243,2.1733944416046143,0.09625595062971115,5.2793591022491455
156,4588.9638671875,,4809.419305169971,208311.777633667,,73.19458103783099,,-0.013892056420445442,2.175786018371582,0.12494292855262756,7.970574855804443
157,4776.6025390625,,4809.091137508896,210748.59512138367,,74.76005502709602,,-0.012462534941732883,2.1762490272521973,0.11286371946334839,8.55484390258789
158,4830.056640625,,4809.300792540058,212292.7182302475,,76.14516435805147,,-0.010278245434165001,2.1763739585876465,0.16165675222873688,5.243301153182983
159,4882.3671875,,4810.031456489658,221215.05488204956,,76.38641397860827,,-0.018275078386068344,2.1763858795166016,0.12063198536634445,10.22336483001709
160,4737.33984375,113.08047485351562,4809.304540362262,205039.7469882965,180118.3524684906,74.77744237355817,64.09905781796819,-0.017566392198204994,2.177578926086426,0.15437950193881989,36.341415882110596
161,4900.17626953125,,4810.213257653952,214683.06584739685,,77.95318295112449,,-0.014221413061022758,2.1761488914489746,0.14702199399471283,8.890104055404663
162,4716.64453125,,4809.277570389912,212928.7577228546,,74.16536319152024,,-0.025245416909456253,2.1754326820373535,0.07837969809770584,12.316765308380127
163,4853.4443359375,,4809.719238045389,218240.90844345093,,76.57575734857927,,-0.016131186857819557,2.173593044281006,0.11558765172958374,11.06066608428955
164,4813.59228515625,,4809.757968516497,207666.16361927986,,76.40403370834431,,-0.00670211436226964,2.177337408065796,0.14830422401428223,9.848100185394287
165,4760.04443359375,,4809.26083316727,207517.2127342224,,75.65337686264033,,-0.023986123502254486,2.173571825027466,0.12001179158687592,9.188311100006104
166,4655.140625,,4807.719631085597,211408.58160591125,,73.84162822420932,,0.011136658489704132,2.1752853393554688,0.16151802241802216,10.73538589477539
167,4906.48388671875,,4808.707273641929,203134.89428567886,,76.88678814749389,,-0.02071845531463623,2.1750128269195557,0.13953733444213867,11.515486240386963
168,4656.02783203125,,4807.180479225822,214910.30867004395,,73.54904471938534,,-0.003588445018976927,2.1753149032592773,0.16271193325519562,10.08547306060791
169,4825.15478515625,,4807.360222285126,209339.61586904526,,75.62847394112907,,-0.005091289058327675,2.1769330501556396,0.11042837053537369,11.1264169216156
170,4650.8515625,105.34768676757812,4805.7951356872745,209562.7794532776,171063.27911281586,73.32497531605235,62.54598870669684,-0.015276900492608547,2.1767847537994385,0.10470004379749298,44.189099073410034
171,4887.51611328125,,4806.612345463214,226424.07471370697,,77.19879806127071,,-0.01592336595058441,2.175605535507202,0.16123536229133606,5.7442591190338135
172,4993.1865234375,,4808.478087242957,226897.85990524292,,78.89355351364496,,-0.01613658107817173,2.1775498390197754,0.1364969164133072,10.658567905426025
173,4701.94580078125,,4807.41276437834,202009.0487575531,,73.45783591183749,,-0.014310499653220177,2.1755526065826416,0.09275460243225098,10.136376142501831
174,4700.8896484375,,4806.347533218932,199823.26083016396,,74.61660225174158,,-0.024005716666579247,2.1748464107513428,0.12475328892469406,5.6665940284729
175,4696.54736328125,,4805.249531519556,218369.41563940048,,74.80966620054829,,-0.01840493269264698,2.177649736404419,0.12828031182289124,9.2488272190094
176,4671.17333984375,,4803.908769602798,198102.72190093994,,73.39856313484252,,-0.019014179706573486,2.174976110458374,0.16081532835960388,13.693896055221558
177,5021.001953125,,4806.07970143802,224738.14847946167,,78.00699357148964,,-0.011181189678609371,2.176499843597412,0.1513243317604065,5.358156681060791
178,4773.15185546875,,4805.750422978327,211073.7977924347,,74.19114157906316,,-0.00569493044167757,2.176816940307617,0.1300356090068817,5.193181991577148
179,5057.3056640625,,4808.2659753891685,217964.12088537216,,79.25968032195351,,0.0010811230167746544,2.1769826412200928,0.16250944137573242,10.403175830841064
180,4915.06787109375,145.38629150390625,4809.333994346214,223935.9208984375,231449.0114850998,77.51329903026566,82.30761432613791,-0.020899701863527298,2.17496919631958,0.13746680319309235,30.775024890899658
181,4822.1640625,,4809.462295027752,213649.08899497986,,74.93829848999644,,-0.017688600346446037,2.1750826835632324,0.13588327169418335,10.234457015991211
182,4786.00390625,,4809.2277111399735,226613.83537721634,,74.64223826654029,,-0.017670903354883194,2.176027297973633,0.12212493270635605,11.349063873291016
183,4846.14599609375,,4809.596893989511,218402.68474006653,,76.71327177382035,,-0.0023261383175849915,2.1743850708007812,0.15153516829013824,10.938334941864014
184,4845.57470703125,,4809.956672119928,203882.2625607252,,76.87868120690996,,-0.020310211926698685,2.1754796504974365,0.11442894488573074,10.924881935119629
185,4860.4404296875,,4810.461509695604,217534.72129631042,,76.86739268420862,,-0.003932084422558546,2.177478313446045,0.10583123564720154,9.676183938980103
