episode,return,G_val,baseline,total_rate,val_rate,rate_per_client,val_rate_per_client,loss,entropy,grad_norm,sec
186,5035.56103515625,,4812.712504950211,221696.72432518005,,79.86193239379685,,-0.012297360226511955,2.1760025024414062,0.13416650891304016,10.450812101364136
187,4818.07861328125,,4812.766166033522,205893.19649791718,,75.44638933599018,,-0.006499868351966143,2.1773436069488525,0.11865019798278809,11.668376684188843
188,4692.775390625,,4811.566258279437,211132.35141944885,,73.61657999283433,,-0.013214903883635998,2.176520586013794,0.15736886858940125,7.33569598197937
189,4882.3388671875,,4812.273984368518,216522.54056167603,,77.49554064483752,,-0.006710295099765062,2.175654411315918,0.1978631615638733,10.966081142425537
190,4894.62548828125,81.35942840576172,4813.097499407645,221559.69617271423,131690.90793037415,77.52263686938916,51.42167431877163,-0.012768587097525597,2.177645206451416,0.13541989028453827,31.14107918739319
191,4758.9306640625,,4812.555831054194,217824.8147945404,,74.59753931319877,,-0.03497421368956566,2.1766631603240967,0.1468154340982437,10.726972103118896
192,4803.703125,,4812.4673039936515,199064.10136795044,,75.34598840573446,,-0.017101317644119263,2.1776182651519775,0.0794350653886795,10.968979120254517
193,4727.50537109375,,4811.617684664653,218233.69988632202,,75.17523247892595,,-0.009467944502830505,2.174851894378662,0.14519986510276794,11.077178001403809
194,4872.63525390625,,4812.227860357069,217793.41150665283,,76.3919366912146,,-0.01320504117757082,2.176487922668457,0.2408093810081482,11.826995134353638
195,4834.59912109375,,4812.451572964436,219202.2293701172,,76.69777094825653,,0.005103978328406811,2.1768798828125,0.1464044153690338,11.770748376846313
196,4791.11962890625,,4812.238253523855,209378.69667243958,,74.72473114648093,,-0.012086876668035984,2.1769864559173584,0.12589029967784882,12.002854824066162
197,4882.1796875,,4812.937667863616,208889.35365486145,,75.60237193444135,,-0.014278344810009003,2.177206516265869,0.10837218910455704,11.449732065200806
198,4774.84765625,,4812.55676774748,208434.74932670593,,74.65427984480871,,-0.025688758119940758,2.175651788711548,0.11354756355285645,12.174630880355835
199,4767.7578125,,4812.1087781950055,215908.82350730896,,74.86436321335262,,-0.03279039263725281,2.176572799682617,0.1273876279592514,11.645153999328613
200,4682.3798828125,124.4100341796875,4810.81148924118,203227.06589889526,196942.36665916443,73.57967628490053,74.14998744697456,-0.005201937630772591,2.1782336235046387,0.10479731112718582,47.70612621307373
201,4861.19140625,,4811.315288411268,203794.4589805603,,76.09949924591497,,-0.028016263619065285,2.1750409603118896,0.11947130411863327,11.988502979278564
202,4849.59130859375,,4811.698048613093,217526.67068099976,,75.55632882285508,,-0.014712699688971043,2.174412488937378,0.1415276825428009,9.650774002075195
203,4612.7294921875,,4809.708363048837,209621.2363872528,,72.63383104201414,,0.012249980121850967,2.176053047180176,0.12186753004789352,7.818098068237305
204,4758.64794921875,,4809.197758910535,206056.32370567322,,74.36171912871643,,-0.008089728653430939,2.175715684890747,0.13134963810443878,10.9100821018219
205,4951.103515625,,4810.61681647768,208480.9184603691,,77.67545397182158,,-0.015088722109794617,2.175966262817383,0.11435242742300034,5.997912168502808
206,4732.6015625,,4809.836663937903,199769.65285778046,,73.44472531536046,,-0.011699655093252659,2.1777381896972656,0.1169167160987854,4.452067136764526
207,4703.3720703125,,4808.772018001649,210565.02073669434,,73.85654883784439,,0.0034341029822826385,2.175875663757324,0.15925154089927673,12.690335035324097
208,4807.5419921875,,4808.759717743507,219704.171875,,75.86470023308011,,-0.018280332908034325,2.177863359451294,0.11833187192678452,15.988752841949463
209,4795.6865234375,,4808.6289858004475,202000.4914045334,,74.45650254498098,,0.0036394651979207993,2.178173303604126,0.11564236879348755,9.76589584350586
210,4817.12646484375,117.11141204833984,4808.713960590881,207151.25230026245,187799.91047859192,77.38186488616454,70.86789074663847,-0.017340488731861115,2.1781792640686035,0.1673414260149002,28.364691019058228
211,5039.99169921875,,4811.0267379771585,207413.1872215271,,78.21010076226511,,-0.004107932560145855,2.1764087677001953,0.12348604202270508,7.602003812789917
212,4787.24169921875,,4810.788887589575,218514.3762702942,,75.55822139360103,,-0.019374530762434006,2.176180124282837,0.09319797158241272,5.617265939712524
213,4847.92724609375,,4811.160271174617,204329.16156578064,,76.24222446484352,,-0.010711300186812878,2.176572322845459,0.08532661199569702,10.493727445602417
214,4661.1162109375,,4809.659830572246,210312.78195667267,,73.40760277719814,,-0.007404361851513386,2.177783250808716,0.08461034297943115,15.340657711029053
215,4932.0048828125,,4810.88328109465,219730.1584148407,,77.47889930001435,,-0.008783908560872078,2.178849458694458,0.11154458671808243,10.13114595413208
216,4990.33056640625,,4812.677753947766,214130.97328090668,,78.55134749849842,,-0.007042163982987404,2.177736282348633,0.10872050374746323,10.399625778198242
217,4873.9130859375,,4813.290107267663,211562.67067337036,,76.45922322854007,,-0.005621653515845537,2.174389600753784,0.13577087223529816,11.96143889427185
218,4849.72802734375,,4813.654486468424,209242.58487319946,,76.42168914287782,,-0.026435693725943565,2.176044464111328,0.12799175083637238,10.964043855667114
219,4818.693359375,,4813.70487519749,203842.1911277771,,75.24628686887306,,-0.003741390537470579,2.1773815155029297,0.15728238224983215,10.222851991653442
220,4831.58837890625,114.66283416748047,4813.883710234577,218535.27860832214,181944.84776306152,75.38298675692381,66.57330690196177,-0.0002591041848063469,2.1772592067718506,0.17359031736850739,34.44576096534729
221,4706.0556640625,,4812.805429772856,208145.16522979736,,74.89930378905987,,-0.01799902878701687,2.1771960258483887,0.12072567641735077,13.90573000907898
222,4832.73046875,,4813.004680162628,211818.16317749023,,75.6493439919608,,-0.019791923463344574,2.177030086517334,0.13477163016796112,9.721920013427734
223,4822.25146484375,,4813.0971480094395,212394.51654052734,,76.6213984633937,,-0.0023847026750445366,2.1786136627197266,0.09360896050930023,10.295878887176514
224,4736.14794921875,,4812.327656021533,208804.48308563232,,75.27198380880762,,-0.022354234009981155,2.178295373916626,0.11279220879077911,9.914968967437744
225,4784.79443359375,,4812.052323797255,204427.95569992065,,75.37903971236013,,-0.01900627836585045,2.1785964965820312,0.08739835768938065,16.948710918426514
226,4827.11865234375,,4812.20298708272,204268.4827594757,,76.9662708212041,,-0.011744212359189987,2.1770753860473633,0.126235231757164,17.77515196800232
227,4932.5302734375,,4813.406259946268,234620.36180114746,,78.18072702470758,,-0.021408863365650177,2.1783037185668945,0.13704343140125275,12.55061411857605
228,4947.0029296875,,4814.74222664368,219316.9057636261,,77.93777745686783,,-0.010946360416710377,2.180053472518921,0.0967945009469986,11.108182907104492
229,4676.3212890625,,4813.3580172678685,199039.99919891357,,74.91155408314398,,-0.017755214124917984,2.1800568103790283,0.14389252662658691,9.467849969863892
230,4659.603515625,85.614990234375,4811.820472251439,214667.2757539749,138426.8664779663,73.19034290964026,52.09893356340471,-0.013528880663216114,2.1791086196899414,0.08675962686538696,39.85547995567322
231,4868.13623046875,,4812.383629833612,204705.37100219727,,75.67666210802118,,-0.006834442261606455,2.1776671409606934,0.12853525578975677,11.446187019348145
232,4841.015625,,4812.669949785276,224478.70133209229,,75.70951141048644,,-0.004063489381223917,2.176949977874756,0.16607722640037537,10.571295976638794
233,4848.55517578125,,4813.028802045235,215022.09139728546,,76.84849585321139,,-0.014285178855061531,2.177546739578247,0.17261280119419098,10.619965076446533
234,4684.93408203125,,4811.747854845095,215845.7537536621,,74.94644227557713,,-0.004413739778101444,2.1799144744873047,0.13900232315063477,10.662742853164673
235,4763.5576171875,,4811.26595246852,210105.2167110443,,75.79553272404196,,-0.022935867309570312,2.1791112422943115,0.14855392277240753,10.849968910217285
236,4962.72705078125,,4812.780563451647,207602.70758628845,,77.43480327724299,,-0.013645604252815247,2.1750519275665283,0.1389082968235016,11.041890144348145
237,4848.712890625,,4813.139886723381,228953.5317363739,,76.52190231830679,,-8.393172174692154e-05,2.178130865097046,0.15125799179077148,11.098251104354858
238,4824.97607421875,,4813.258248598335,214268.75799369812,,75.63316554666365,,-0.013589557260274887,2.1803014278411865,0.09242761880159378,10.950829029083252
239,4762.306640625,,4812.748732518602,205970.74989700317,,74.89845450800115,,0.009099048562347889,2.178196907043457,0.11874481290578842,2.6255459785461426
240,4710.89208984375,92.16075897216797,4811.730166091854,191999.34645557404,145438.96422195435,74.21698742001315,51.70244017844093,-0.015235621482133865,2.179063081741333,0.14283481240272522,8.731275081634521
241,4708.1357421875,,4810.69422185281,213148.99378967285,,74.60587812029151,,-0.01037677563726902,2.1784372329711914,0.10838982462882996,2.2069709300994873
242,4825.63916015625,,4810.843671235844,218679.65155792236,,76.14193995749386,,-0.016513075679540634,2.178820848464966,0.12556853890419006,1.9535748958587646
243,4799.01904296875,,4810.725424953173,205765.310025692,,75.04205325517577,,-0.008482721634209156,2.1799471378326416,0.11756192147731781,1.8828258514404297
244,4764.771484375,,4810.265885547391,217270.11026763916,,74.81753108389778,,0.0022796345874667168,2.179687023162842,0.12784306704998016,1.7960808277130127
245,5025.05322265625,,4812.413758918479,222532.81265163422,,79.78946312356909,,-0.02543291449546814,2.1797640323638916,0.18101216852664948,2.1727848052978516
246,4855.36962890625,,4812.843317618357,218769.76071166992,,76.04093177326031,,-0.004372325725853443,2.180532217025757,0.11262735724449158,7.905818939208984
247,4748.583984375,,4812.200724285924,206132.7799501419,,75.39604241043962,,-0.025148913264274597,2.1788570880889893,0.12045274674892426,8.3643958568573
248,4836.63916015625,,4812.445108644626,212819.79337012768,,76.03422414081018,,-0.009405886754393578,2.1797547340393066,0.16590629518032074,10.243508100509644
249,4768.3203125,,4812.0038606831795,205166.33292770386,,74.55171981384588,,0.0026246365159749985,2.178684711456299,0.13202698528766632,11.390552759170532
250,4621.48681640625,89.4785385131836,4810.09869024041,210701.14967155457,142895.2640171051,74.13833556353082,50.83431661938993,-0.009105253964662552,2.179199457168579,0.08278481662273407,36.284148931503296
251,4577.34375,,4807.771140838006,192915.38776397705,,72.41568609758899,,-0.009481562301516533,2.1776721477508545,0.13541051745414734,7.878940105438232
252,4841.0009765625,,4808.103439195251,212981.56912231445,,76.33747997215572,,-0.014932407066226006,2.1806485652923584,0.10458236187696457,12.263710975646973
253,4722.41552734375,,4807.2465600767355,212990.61760425568,,74.0321924241417,,-0.0035515758208930492,2.1794161796569824,0.13804534077644348,11.684906959533691
254,4599.1923828125,,4805.166018304093,194399.59218978882,,72.53716126484657,,-0.010732077062129974,2.1803929805755615,0.15647302567958832,10.894643068313599
255,4789.833984375,,4805.012697964802,196712.86066436768,,74.79576451116641,,-0.02360493689775467,2.1794815063476562,0.1041496992111206,10.751208066940308
256,4679.98291015625,,4803.762400086717,196988.21230840683,,72.36892443365423,,-0.01904655247926712,2.1801767349243164,0.10791006684303284,11.2953360080719
257,4759.70654296875,,4803.321841515538,203976.13446235657,,74.22712316679642,,-0.014742929488420486,2.1796302795410156,0.16076169908046722,10.913858890533447
258,4533.5673828125,,4800.624296928508,198646.3927268982,,72.07779126520253,,-0.017089247703552246,2.1793320178985596,0.15639469027519226,10.786610126495361
259,4749.86962890625,,4800.116750248285,217435.10274887085,,74.64301501849326,,-0.006067064590752125,2.18021559715271,0.09534090012311935,11.940044164657593
260,4883.6640625,83.4278793334961,4800.952223370802,214702.49578094482,130632.60763549805,76.70685808536793,52.0241368520502,-0.030296970158815384,2.179313898086548,0.16924452781677246,39.801274061203
261,4950.337890625,,4802.446080043344,211650.63565444946,,77.13215585074688,,-0.011291410773992538,2.177157402038574,0.12707409262657166,10.574825048446655
262,4954.267578125,,4803.964295024161,215302.50913619995,,78.865387961978,,-0.006251325830817223,2.1788954734802246,0.13602113723754883,5.2649359703063965
263,4700.26708984375,,4802.927322972358,211316.60479927063,,73.4503318732258,,-0.0019226912409067154,2.1793928146362305,0.1542178839445114,1.6899008750915527
264,4603.10693359375,,4800.929119078572,197820.10148620605,,72.78149429220238,,-0.019689898937940598,2.178169012069702,0.15830270946025848,1.6910006999969482
265,4634.7177734375,,4799.2670056221605,205295.39472007751,,72.7224210839807,,-0.00819348357617855,2.1784448623657227,0.18011662364006042,1.7506449222564697
266,4738.2548828125,,4798.656884394064,209177.6360206604,,74.49346012131781,,-0.004123832564800978,2.1797194480895996,0.10793451219797134,1.8403651714324951
267,4884.287109375,,4799.513186643873,203000.0249466896,,76.60378299875079,,-0.0010124118998646736,2.178581476211548,0.1114685907959938,1.7315258979797363
268,5023.98779296875,,4801.757932707122,216747.5899734497,,78.19177127469325,,-0.01164341438561678,2.1784324645996094,0.123654305934906,2.1313819885253906
269,4816.14404296875,,4801.901793809739,211507.0570383072,,74.52679952019281,,-0.003869052976369858,2.1804587841033936,0.10098465532064438,1.8002538681030273
270,4891.62109375,78.57332611083984,4802.798986809142,204693.4555683136,126382.03728485107,75.616348566056,51.229038218423625,-0.009251609444618225,2.178967237472534,0.14522027969360352,7.117169141769409
271,4697.22119140625,,4801.743208855113,221011.53953933716,,74.09035854486663,,-0.0031832577660679817,2.178645133972168,0.1332339495420456,1.8467628955841064
272,4966.1884765625,,4803.387661532188,208478.71062850952,,77.93596659009702,,-0.015122979879379272,2.178046464920044,0.13099081814289093,10.532978773117065
273,4822.2275390625,,4803.576060307491,213970.6087989807,,76.03788514533785,,-0.013620248064398766,2.1789493560791016,0.08186633139848709,13.114284992218018
274,4735.73486328125,,4802.897648337229,214547.53130722046,,74.57335116691709,,-0.016538143157958984,2.178524971008301,0.14336737990379333,11.576122045516968
275,4809.6298828125,,4802.964970681982,222001.76778030396,,76.73756231604008,,-0.006471301894634962,2.17849063873291,0.19397862255573273,11.043412923812866
276,4816.13232421875,,4803.096644217349,205384.7700507939,,75.78773802612321,,-0.019347015768289566,2.1803014278411865,0.09530127048492432,10.935842990875244
277,4966.74169921875,,4804.733094767363,193877.8723707199,,77.58218182101638,,-0.009228341281414032,2.179856777191162,0.1075892373919487,10.836843967437744
278,4862.83251953125,,4805.314089015002,201250.0055027008,,75.80037872041461,,-0.007448666729032993,2.1809914112091064,0.10829203575849533,2.3437340259552
279,4403.11376953125,,4801.292085820164,202083.95719528198,,69.90105748712625,,-0.011196328327059746,2.180232286453247,0.10503346472978592,1.9765839576721191
280,4867.75830078125,88.98265838623047,4801.956747969774,208627.7767457962,142174.97115135193,75.37130662781655,52.501835727973386,-0.015147886238992214,2.1806282997131348,0.13100801408290863,7.3167359828948975
281,4773.7421875,,4801.674602365077,211836.40181827545,,75.19929067031433,,-0.009828540496528149,2.180457830429077,0.17478518187999725,1.8139839172363281
282,4836.2197265625,,4802.020053607051,209316.48210525513,,75.70216351003802,,-0.01981380581855774,2.17912220954895,0.15518659353256226,1.7156291007995605
283,4727.92333984375,,4801.279086469417,199910.94447517395,,74.01367807300035,,-0.010180835612118244,2.1798229217529297,0.10372234135866165,1.7129738330841064
284,4663.4462890625,,4799.900758495348,205927.50902175903,,73.83560739396165,,-0.022830136120319366,2.1805055141448975,0.13015557825565338,10.93857192993164
285,4884.86181640625,,4800.750369074457,229864.63117218018,,76.44317631266384,,-0.019080650061368942,2.1781835556030273,0.10866568237543106,11.774353981018066
286,4689.44287109375,,4799.63729409465,224896.71167755127,,74.34602038927315,,-0.005257105454802513,2.1804113388061523,0.10996775329113007,11.290369987487793
287,4856.986328125,,4800.210784434954,219061.81588697433,,75.85242932374457,,-0.008758535608649254,2.179830551147461,0.12247421592473984,11.089985847473145
288,4675.54736328125,,4798.964150223417,204246.78033065796,,73.28553294964405,,-0.024421866983175278,2.1792707443237305,0.1517329066991806,15.917903900146484
289,5011.0595703125,,4801.085104424308,209577.28059959412,,78.49336352044723,,-0.018829064443707466,2.179643154144287,0.08439166098833084,10.949369192123413
290,4989.5546875,93.82913208007812,4802.969800255065,210866.04542541504,150219.0655784607,76.79025689199382,52.28648297196683,-0.005583048332482576,2.1780998706817627,0.14567822217941284,57.36336588859558
291,4843.93603515625,,4803.379462604077,207894.24758911133,,75.62540836271783,,-0.018200449645519257,2.1793830394744873,0.14465205371379852,11.614341974258423
292,4803.12451171875,,4803.376913095224,196104.6005706787,,74.42299831904316,,-0.01139406580477953,2.1794369220733643,0.11741408705711365,22.230441093444824
293,4656.7099609375,,4801.910243573647,212040.20182800293,,73.26890180649721,,-0.02175760641694069,2.1791839599609375,0.09180063754320145,11.472545862197876
294,4677.52392578125,,4800.666380395723,219427.74810624123,,73.43632801413696,,-0.0035407906398177147,2.1801016330718994,0.14315566420555115,10.760653972625732
295,4787.130859375,,4800.531025185515,211121.68809127808,,74.68046978821297,,0.007036060094833374,2.1768343448638916,0.1814635992050171,10.405841827392578
296,4856.3759765625,,4801.089474699285,201202.75082969666,,76.15546965544915,,-0.021022465080022812,2.178098678588867,0.1270541250705719,11.096407890319824
297,4876.134765625,,4801.839927608543,214785.1470565796,,77.12213538835891,,-0.01578895002603531,2.1775074005126953,0.13137124478816986,12.04648232460022
298,5007.02978515625,,4803.89182618402,219213.69857788086,,77.73535410563152,,-0.0050607179291546345,2.178105354309082,0.11070290207862854,10.58187484741211
299,4692.62109375,,4802.77911885968,218193.35051107407,,74.014026631979,,-0.0036530504003167152,2.179457902908325,0.10135350376367569,11.159835815429688
300,4565.75537109375,86.98310852050781,4800.408881382021,193103.1210079193,139553.96884536743,72.21507891096459,50.25349976426627,-0.004552335478365421,2.1789135932922363,0.15568308532238007,44.90641713142395
301,4800.23583984375,,4800.407150966638,210243.84015274048,,75.98259492328893,,-0.01457420364022255,2.1783676147460938,0.15105301141738892,10.659494876861572
302,4513.21630859375,,4797.535242542909,209035.96549606323,,71.93254146457785,,-0.0028253989294171333,2.1795880794525146,0.1244044303894043,11.524293184280396
303,5047.28857421875,,4800.032775859668,217020.34892749786,,78.74468393595714,,-0.0007109679281711578,2.179163694381714,0.09994422644376755,9.87584900856018
304,4963.6796875,,4801.669244976071,213244.01532363892,,77.88313196626696,,0.00610106997191906,2.18009614944458,0.10661835968494415,1.9393417835235596
305,4647.24365234375,,4800.124989049748,205220.44007110596,,73.76723223260458,,-0.016725046560168266,2.1782288551330566,0.14153796434402466,1.6944470405578613
306,4672.75048828125,,4798.851244042064,193492.9013786316,,73.29276567372409,,-0.004778936970978975,2.1782009601593018,0.13691583275794983,1.659743070602417
307,4998.43212890625,,4800.8470528907055,208675.33115386963,,77.43054959327259,,-0.013194003142416477,2.178773880004883,0.13647405803203583,1.6640071868896484
308,4658.80224609375,,4799.4266048227355,190417.51443433762,,73.23750555166832,,-0.0046029239892959595,2.1805241107940674,0.11136031150817871,1.6457388401031494
309,4713.16455078125,,4798.56398428232,204347.363032341,,74.25412900884484,,-0.009463095106184483,2.1791276931762695,0.13010111451148987,1.7499802112579346
310,4787.54833984375,83.85372924804688,4798.453827837935,204208.79609298706,133778.52795410156,74.80175681061797,53.02359411577549,-0.011238272301852703,2.1797804832458496,0.09962338209152222,6.953812122344971
311,4834.015625,,4798.809445809556,210755.66466140747,,76.3884250313184,,-0.015289541333913803,2.1793854236602783,0.160989448428154,1.7334308624267578
312,4766.14404296875,,4798.482791781148,200401.70636367798,,74.55420623648735,,-0.013525891117751598,2.1786322593688965,0.11483532190322876,1.6901838779449463
313,4713.3759765625,,4797.6317236289615,207159.04866790771,,73.66964746369406,,-0.0029893554747104645,2.1805450916290283,0.14084047079086304,1.761415958404541
314,4827.6318359375,,4797.931724752047,216080.59164619446,,75.44713395467683,,-0.004756567999720573,2.1788218021392822,0.15738579630851746,1.8340332508087158
315,4688.58740234375,,4796.838281527964,200922.79356861115,,73.35625906119428,,-0.011990826576948166,2.180040121078491,0.12699370086193085,1.722041130065918
316,4911.8193359375,,4797.98809207206,203085.55557727814,,77.04307874707061,,-0.005407919175922871,2.179762840270996,0.16243316233158112,1.714449167251587
317,4811.97265625,,4798.127937713839,208446.9540424347,,76.55047889916808,,-0.014805526472628117,2.1802401542663574,0.09903007000684738,1.6653778553009033
318,4667.86572265625,,4796.825315563264,215836.8516407013,,74.50357322771877,,-0.026843806728720665,2.1799232959747314,0.16268964111804962,1.9118950366973877
319,4905.005859375,,4797.907121001381,210922.72794914246,,75.5724571655831,,-0.01669345609843731,2.1808953285217285,0.1070377454161644,1.7979061603546143
320,4632.56005859375,81.27283477783203,4796.253650377304,205955.93999266624,130717.36884498596,73.87228837613567,49.91117558036883,-0.021696627140045166,2.179255485534668,0.1521480232477188,7.308969259262085
321,4873.64453125,,4797.027559186032,224390.353805542,,76.66223225334541,,-0.024836957454681396,2.178936243057251,0.11230138689279556,1.7969577312469482
322,4948.6474609375,,4798.5437582035465,203401.577521801,,77.30960757195021,,-0.0027880873531103134,2.1807684898376465,0.10955197364091873,1.6978509426116943
323,4905.865234375,,4799.61697296526,210134.3254852295,,76.71935943235835,,-0.009517906233668327,2.178729772567749,0.13552939891815186,1.748288869857788
324,4952.16796875,,4801.142482923107,220422.96026802063,,78.33083165174862,,-0.00880623422563076,2.1789944171905518,0.16254475712776184,1.7294137477874756
325,4929.29052734375,,4802.423963367313,206053.14710235596,,75.64359291569602,,-0.005536259151995182,2.180814027786255,0.16542981564998627,1.7378768920898438
326,4721.6982421875,,4801.616706155515,215169.27271938324,,74.55622755349384,,-0.012660259380936623,2.179644823074341,0.12406136095523834,2.074428081512451
327,4592.5341796875,,4799.525880890835,198972.6170349121,,71.54714744153618,,-0.015121394768357277,2.1804022789001465,0.14310486614704132,1.7476592063903809
328,4924.65576171875,,4800.777179699114,209462.09748840332,,77.60729806906384,,-0.007407130673527718,2.1802992820739746,0.14336471259593964,1.7562410831451416
329,4633.2275390625,,4799.101683292747,204251.9216413498,,73.79043411898475,,-0.02150440588593483,2.179037094116211,0.11120696365833282,1.786201000213623
330,4740.751953125,88.49603271484375,4798.518185991069,212902.83624649048,139982.95692825317,74.78146689374447,51.74970681266291,-0.02297971397638321,2.1788222789764404,0.12451678514480591,7.493959188461304
331,4852.6865234375,,4799.059869365533,210372.1043663025,,76.80617172920864,,-0.010988257825374603,2.179900884628296,0.07121141254901886,1.7804851531982422
332,4769.09521484375,,4798.760222820315,210880.69548225403,,75.61157959205953,,-0.012402672320604324,2.1790575981140137,0.14908553659915924,1.773664951324463
333,4817.84521484375,,4798.9510727405495,201914.1088924408,,75.22880361119255,,-0.008446686901152134,2.1805331707000732,0.09893935918807983,1.810478925704956
334,4758.02783203125,,4798.541840333457,200355.85215091705,,74.5094280962875,,-0.005139541812241077,2.1805481910705566,0.11682412028312683,1.7456581592559814
335,4760.14111328125,,4798.1578330629345,213121.0444393158,,74.62221443953635,,-0.024253113195300102,2.1789960861206055,0.16000527143478394,1.8053100109100342
336,4857.01123046875,,4798.7463670369925,199307.08025550842,,75.98439963991933,,-0.01019576657563448,2.1791350841522217,0.143363818526268,1.7827329635620117
337,4678.40869140625,,4797.542990280685,206940.79790496826,,74.30549296408196,,-0.019123664125800133,2.178365468978882,0.10510227829217911,1.718993902206421
338,4693.10498046875,,4796.498610182566,203152.91135025024,,73.82009860110837,,-0.008807647973299026,2.1792266368865967,0.14042089879512787,1.6874356269836426
339,4921.80908203125,,4797.751714901053,217059.971408844,,77.88301808713454,,-0.007477918639779091,2.1792232990264893,0.11504735797643661,1.697556972503662
340,4889.7568359375,87.84449005126953,4798.671766111417,223972.8112373352,139595.4036140442,77.74134371306324,51.6637319074923,-0.01662069372832775,2.1802070140838623,0.09844430536031723,7.373584032058716
341,4911.97216796875,,4799.80477012999,210492.65802001953,,76.99073080468892,,-0.012600969523191452,2.1774494647979736,0.10487149655818939,1.711022138595581
342,4925.27197265625,,4801.059442155253,228695.47499465942,,77.02777871157272,,-0.009883945807814598,2.1792914867401123,0.15152385830879211,1.7615470886230469
343,4835.25634765625,,4801.401411210263,201332.5588645935,,77.10936762336021,,-0.013885279186069965,2.1804463863372803,0.08704585582017899,1.67010498046875
344,4917.3447265625,,4802.560844363786,209579.18173408508,,76.43296197450222,,-0.016788829118013382,2.178767204284668,0.12699931859970093,1.746556282043457
345,4811.19482421875,,4802.647184162335,213851.2792377472,,75.80690508250521,,-0.020745176821947098,2.179093360900879,0.10317128151655197,1.8116559982299805
346,4907.00634765625,,4803.690775797274,209237.4363746643,,77.35210217177978,,-0.010620332323014736,2.1795003414154053,0.13732366263866425,1.7408220767974854
347,5026.5439453125,,4805.919307492426,217277.90484714508,,78.2701386336978,,0.0030703265219926834,2.1792774200439453,0.1565655767917633,1.7194039821624756
348,4727.294921875,,4805.133063636252,212647.5383453369,,74.8495383123326,,-0.004648439586162567,2.180184841156006,0.09359879791736603,1.743427038192749
349,4819.1943359375,,4805.273676359264,212661.68519210815,,74.74927423272695,,-0.010813203640282154,2.1794273853302,0.09886311739683151,1.7172777652740479
350,4617.63232421875,86.0721664428711,4803.397262837859,204024.21642684937,137615.648768425,73.68155161677478,52.62548710073613,-0.0229838564991951,2.178647994995117,0.11111307889223099,7.2353668212890625
351,4840.3544921875,,4803.766835131356,214632.58174467087,,76.92924076869923,,0.004527870565652847,2.1803085803985596,0.1804531365633011,1.7139530181884766
352,4820.91748046875,,4803.938341584731,199993.09379196167,,75.27026488218354,,-0.0029662614688277245,2.1787331104278564,0.14477013051509857,1.7067890167236328
353,4731.7802734375,,4803.216760903258,194858.7925271988,,74.7444543640962,,-0.013163408264517784,2.180387258529663,0.11001738160848618,1.712352991104126
354,5075.40185546875,,4805.938611848913,223495.211561203,,80.36505270090004,,-0.008276429027318954,2.1796927452087402,0.11248648166656494,1.7715139389038086
355,4661.6142578125,,4804.495368308549,209367.91205978394,,73.64330357361376,,-0.015985524281859398,2.180344581604004,0.13323937356472015,1.8517439365386963
356,5099.1396484375,,4807.441811109838,220330.38187408447,,79.599126399597,,-0.024465303868055344,2.179131031036377,0.13905200362205505,1.6654689311981201
357,4796.65576171875,,4807.333950615927,220405.15486717224,,75.55884637201653,,-0.016363080590963364,2.1796844005584717,0.1546468287706375,1.8200039863586426
358,4824.2216796875,,4807.502827906643,215352.03658676147,,75.56211810061806,,-0.007626030128449202,2.179141044616699,0.13248123228549957,2.2706170082092285
359,4846.15087890625,,4807.889308416638,202881.9261417389,,75.252939963553,,-0.010556474328041077,2.1794588565826416,0.13591109216213226,1.7620158195495605
360,4822.2353515625,92.80815887451172,4808.0327688480975,218139.1807384491,147518.58392763138,75.61150112251269,51.742751289944366,-0.01182628609240055,2.179194927215576,0.11932212114334106,7.796076059341431
361,4851.90771484375,,4808.471518308054,210657.20385169983,,75.93987161200427,,-0.021942265331745148,2.1791868209838867,0.1330486536026001,2.031942129135132
362,4835.7939453125,,4808.744742578099,197466.74185943604,,75.80297192300807,,-0.0053110020235180855,2.1804304122924805,0.08351725339889526,1.7087130546569824
363,4894.60693359375,,4809.603364488256,221211.27210617065,,76.88956277586745,,-0.018799426034092903,2.1796135902404785,0.1302570402622223,1.7536818981170654
364,4870.6767578125,,4810.214098421499,213361.05018901825,,76.63830825754965,,-0.004903899971395731,2.1786866188049316,0.13559970259666443,1.6876530647277832
365,4968.2255859375,,4811.794213296659,219527.71592712402,,77.65394974429573,,-0.016483228653669357,2.1790671348571777,0.1102433130145073,1.744786024093628
366,4764.26708984375,,4811.318942062129,200473.09852981567,,75.22442721569068,,-0.011004234664142132,2.1799895763397217,0.13158251345157623,1.7691080570220947
367,4829.759765625,,4811.5033502977585,213690.30560398102,,75.9382749125732,,-0.0033310349099338055,2.179150342941284,0.1347617506980896,1.7682957649230957
368,4671.0224609375,,4810.098541404156,211391.8599243164,,73.45095897300779,,-0.012173878028988838,2.1790435314178467,0.09872245043516159,1.8187451362609863
369,4788.3994140625,,4809.881550130739,202052.94176864624,,74.53077896298275,,0.005276200361549854,2.1802260875701904,0.18979886174201965,1.684295892715454
370,4838.37841796875,85.0243911743164,4810.166518809119,222542.44884300232,134981.8304195404,75.9012444894278,49.937784098979066,-0.002686816267669201,2.1789209842681885,0.1343085914850235,44.38156485557556
371,4588.61865234375,,4807.951040144466,200842.82523727417,,71.27140711045925,,-0.013599300757050514,2.178696870803833,0.13926337659358978,6.228693008422852
