episode,G,baseline,total_rate_ep,loss,entropy,grad_norm,duration_sec
28,9776.90625,8919.07834219695,15361.577354431152,0.00493105873465538,13.52591323852539,0.2517559826374054,2.039297103881836
29,9814.73828125,8963.861339149602,16797.052428245544,-0.010820283554494381,13.525932312011719,0.4060148298740387,1.970134973526001
30,8092.34619140625,8920.285581762433,13682.139988899231,-0.01400801632553339,13.525900840759277,0.23220111429691315,2.0138978958129883
31,8416.3603515625,8895.089320252437,14306.317907333374,0.0007942199590615928,13.525686264038086,0.26644349098205566,1.9432158470153809
32,8899.8681640625,8895.32826244294,14788.895727157593,-0.014509821310639381,13.5255765914917,0.40705013275146484,2.1094918251037598
33,8774.2744140625,8889.275570023916,14635.700550079346,0.018254393711686134,13.525778770446777,0.21099986135959625,1.9468400478363037
34,8445.37890625,8867.08073683522,14439.289262771606,0.029529208317399025,13.525769233703613,0.2603798508644104,1.9742910861968994
35,9312.650390625,8889.359219524707,14962.303876876831,-0.01848589815199375,13.525747299194336,0.24830396473407745,1.860008955001831
36,8250.21484375,8857.402000735972,12755.16236114502,0.00930795632302761,13.52560043334961,0.2701359987258911,2.0841500759124756
37,8187.3798828125,8823.900894839799,13546.94525718689,0.014759311452507973,13.525717735290527,0.30862465500831604,2.031586170196533
38,8294.9580078125,8797.453750488434,13871.60663664341,-0.021174507215619087,13.525826454162598,0.28657853603363037,2.1999711990356445
39,8543.869140625,8784.77451999526,13777.619484901428,-0.020702801644802094,13.525856971740723,0.40957212448120117,2.907940149307251
40,9705.3896484375,8830.805276417372,16626.39315223694,-0.004099512007087469,13.525857925415039,0.3945681154727936,2.0104498863220215
41,8878.548828125,8833.192454002752,14214.25290775299,0.01698635146021843,13.52578353881836,0.3104535937309265,2.025050163269043
42,8704.1171875,8826.738690677616,14928.558214187622,-0.015497999265789986,13.525764465332031,0.4864906668663025,2.025480031967163
43,9720.638671875,8871.433689737483,15954.459902763367,-0.0023976992815732956,13.525769233703613,0.270204097032547,2.081851005554199
44,7607.71044921875,8808.247527711546,12833.596730232239,-0.010109176859259605,13.525686264038086,0.27512526512145996,1.9551880359649658
45,10238.046875,8879.73749507597,17035.39897584915,0.004346923902630806,13.525615692138672,0.47142598032951355,1.9608371257781982
46,8567.0576171875,8864.103501181546,13930.465644836426,0.0012557124719023705,13.525566101074219,0.35968127846717834,1.849452257156372
47,8612.3359375,8851.515122997467,14138.170345306396,0.030804509297013283,13.525422096252441,0.37135782837867737,1.9551000595092773
48,8736.5869140625,8845.768712550718,14422.140567779541,-0.04289086163043976,13.525586128234863,0.42515042424201965,1.9229278564453125
49,8094.244140625,8808.192483954432,13650.986453056335,-0.03975338861346245,13.5255765914917,0.3564715087413788,1.901489019393921
50,9405.572265625,8838.06147303796,15676.61259174347,-0.01828182302415371,13.52542495727539,0.2932477593421936,1.93914794921875
51,10994.4873046875,8945.882764620437,18020.29114460945,0.011702642776072025,13.525461196899414,0.2193589061498642,2.096544027328491
52,7742.0869140625,8885.69297209254,13085.967525482178,-0.0024520300794392824,13.52527141571045,0.4138595163822174,2.039919853210449
53,8618.673828125,8872.342014894162,14540.839802980423,-0.003979730419814587,13.525286674499512,0.21586546301841736,2.3717219829559326
54,9125.5654296875,8885.003185633828,14594.973365783691,0.008579272776842117,13.524975776672363,0.2118094563484192,2.2955613136291504
55,8766.8359375,8879.094823227137,14841.02724647522,0.010192079469561577,13.524967193603516,0.2755970060825348,2.222463846206665
56,7250.30078125,8797.65512112828,12447.623136520386,0.0031965638045221567,13.524955749511719,0.30088675022125244,2.029646873474121
57,8699.8330078125,8792.76401546249,14877.394939422607,0.004861135501414537,13.524866104125977,0.1861182302236557,1.9317512512207031
58,8737.22265625,8789.986947501866,14670.323505401611,0.0005987358163110912,13.52499008178711,0.25575491786003113,1.9508259296417236
59,8790.28515625,8790.001857939273,14514.588212966919,-0.01057168934494257,13.524924278259277,0.286770761013031,1.886955976486206
60,9105.228515625,8805.763190823558,15642.50139427185,-0.009340153075754642,13.524825096130371,0.22224479913711548,2.131844997406006
61,9015.3359375,8816.24182815738,15039.130895614624,0.018747739493846893,13.525043487548828,0.2978575527667999,1.9641799926757812
62,9043.498046875,8827.604639093259,14766.821811676025,-0.005316200200468302,13.52486801147461,0.4383169710636139,2.0071587562561035
63,9019.787109375,8837.213762607345,14929.955461502075,0.03890053927898407,13.524933815002441,0.30323514342308044,2.014385223388672
64,8983.4970703125,8844.527927992604,14626.048132896423,0.037094078958034515,13.52491569519043,0.381186842918396,1.9869730472564697
65,6810.80712890625,8742.841888038285,11441.419595718384,0.007373294793069363,13.5250825881958,0.30617690086364746,2.076235055923462
66,8185.484375,8714.97401238637,13594.84348487854,-0.0064979554153978825,13.52514934539795,0.23835235834121704,1.961669683456421
67,8056.03076171875,8682.02684985299,13394.071067810059,-0.005522718653082848,13.525372505187988,0.15892843902111053,1.909999132156372
68,8138.27197265625,8654.839105993153,13733.201835632324,0.026988554745912552,13.525165557861328,0.23840738832950592,1.9787020683288574
69,8699.724609375,8657.083381162245,14707.726206302643,-0.0028509902767837048,13.525444030761719,0.16963911056518555,1.9539198875427246
70,8260.3935546875,8637.248889838507,13654.963039398193,0.00620659813284874,13.525639533996582,0.15826451778411865,2.0040318965911865
71,9616.875,8686.230195346581,15708.108558654785,0.0012148761888965964,13.5254545211792,0.31067392230033875,2.124056816101074
72,8059.28564453125,8654.882967805815,13008.699077606201,-0.025183897465467453,13.525625228881836,0.24157433211803436,2.126673936843872
73,8657.4501953125,8655.011329181149,14750.824417114258,-0.01440353412181139,13.525664329528809,0.21398934721946716,1.9309439659118652
74,8717.7333984375,8658.147432643966,14592.65899848938,-0.0003269290900789201,13.525710105895996,0.28323477506637573,2.0539300441741943
75,9981.6416015625,8724.322141089893,16373.794654846191,-0.0019303035223856568,13.525703430175781,0.3878413736820221,2.059406042098999
76,8422.818359375,8709.246952004149,13878.123050689697,-0.006044616922736168,13.525888442993164,0.23885245621204376,1.8523168563842773
77,8027.43603515625,8675.156406161754,13208.324981689453,-0.00894209835678339,13.525748252868652,0.4302249252796173,2.0707671642303467
78,8729.01171875,8677.849171791166,14302.11841583252,0.0047817230224609375,13.525877952575684,0.29136544466018677,1.980353832244873
79,10179.853515625,8752.949388982857,16658.817200660706,-0.018648119643330574,13.525752067565918,0.2414066642522812,2.4969420433044434
80,6999.98486328125,8665.301162697777,11537.550423622131,0.03785283863544464,13.525762557983398,0.3955460488796234,2.1889970302581787
81,8490.4833984375,8656.560274484762,14278.937715828419,-0.005458698142319918,13.525921821594238,0.13006076216697693,2.5321500301361084
82,8208.9521484375,8634.179868182398,13440.125213623047,-0.03562883287668228,13.525973320007324,0.313494473695755,2.2949278354644775
83,9746.2255859375,8689.782154070153,15958.145544528961,-0.03531720116734505,13.525800704956055,0.28729069232940674,2.2243130207061768
84,7835.35595703125,8647.060844218207,12789.565196990967,0.002356309909373522,13.525699615478516,0.21097123622894287,2.1597039699554443
85,8618.0166015625,8645.608632085421,14487.79972076416,-0.007674589287489653,13.525742530822754,0.38632649183273315,2.185561180114746
86,10304.4775390625,8728.552077434275,16808.03483390808,0.002424221020191908,13.525472640991211,0.3283720016479492,2.0910139083862305
87,8692.2255859375,8726.735752859435,14685.756244659424,0.011280898936092854,13.52566146850586,0.22068914771080017,2.2736129760742188
88,9391.916015625,8759.994765997712,15580.907943725586,-0.00021632194693665951,13.525537490844727,0.19303037226200104,2.1562249660491943
89,8817.7724609375,8762.8836507447,14847.217862129211,-0.006185188423842192,13.525622367858887,0.38674744963645935,1.976337194442749
90,10185.4931640625,8834.01412641059,16062.937140464783,-0.0109343146905303,13.525527000427246,0.17515698075294495,1.9169349670410156
91,9143.54296875,8849.49056852756,15387.897493362427,0.024394894018769264,13.525465965270996,0.26737070083618164,2.0641698837280273
92,8961.40625,8855.086352601182,14659.939590930939,0.03259805589914322,13.5254545211792,0.3508557975292206,2.046445846557617
93,8859.6181640625,8855.312943174247,14179.943408966064,-0.012490654364228249,13.525810241699219,0.34512752294540405,2.3221092224121094
94,7776.57666015625,8801.376129023347,13133.6115706563,0.0027455901727080345,13.52584457397461,0.2066706269979477,2.1623270511627197
95,9732.7080078125,8847.942722962805,16080.205476760864,0.004217357840389013,13.52570915222168,0.16326315701007843,2.142704963684082
96,8849.92578125,8848.041875877165,14496.785700321198,-0.009822330437600613,13.525764465332031,0.26743534207344055,2.076657772064209
97,8921.8681640625,8851.733190286432,14674.938943862915,-0.005692443810403347,13.525469779968262,0.3493158519268036,2.16153621673584
98,9979.3095703125,8908.112009287735,16446.995376586914,0.011354799382388592,13.525935173034668,0.26708984375,2.902398109436035
99,7286.3759765625,8827.025207651472,12166.087047100067,-0.013154907152056694,13.525795936584473,0.12172108888626099,2.300259828567505
100,8864.384765625,8828.893185550147,14547.452390670776,-0.0020123578142374754,13.525959014892578,0.3056693375110626,2.70396089553833
101,8414.2685546875,8808.161954007015,14119.23426246643,0.0014789104461669922,13.525528907775879,0.1288769692182541,2.110581159591675
102,10084.3955078125,8871.97363169729,16467.95068359375,-0.019639864563941956,13.525461196899414,0.19427084922790527,2.7444190979003906
103,8270.1865234375,8841.884276284301,13909.882889270782,0.02225148119032383,13.525944709777832,0.28685837984085083,2.142038106918335
104,9059.6767578125,8852.77390036071,14842.025283813477,-0.00595016498118639,13.525572776794434,0.3209630846977234,2.1297249794006348
105,7658.8310546875,8793.076758077048,13006.661277770996,0.0017892456380650401,13.525531768798828,0.281671941280365,1.8601899147033691
106,7909.47802734375,8748.896821540384,12804.851795196533,0.00206414214335382,13.52573013305664,0.2934685945510864,1.9712669849395752
107,8848.2841796875,8753.866189447739,14306.809940338135,0.020997973158955574,13.525303840637207,0.27980515360832214,2.0740296840667725
108,9444.060546875,8788.375907319101,15382.724455356598,0.004894790705293417,13.525777816772461,0.24927082657814026,1.997790813446045
109,9395.87890625,8818.751057265647,15158.110652923584,0.02811635099351406,13.525429725646973,0.28556931018829346,2.0899322032928467
110,9020.9306640625,8828.86003760549,14936.84567642212,-0.003922395873814821,13.525616645812988,0.3218337297439575,1.9388129711151123
111,9839.4697265625,8879.39052205334,15955.762503623962,-0.047872573137283325,13.526144981384277,0.47817447781562805,2.163940906524658
112,7276.27685546875,8799.234838724109,12403.276298761368,-0.010109138675034046,13.52627182006836,0.35476431250572205,1.9292511940002441
113,7865.162109375,8752.531202256654,13134.043721199036,0.011434545740485191,13.526057243347168,0.23313283920288086,2.0837607383728027
114,8201.9736328125,8725.003323784447,13854.655990600586,0.004804372787475586,13.525957107543945,0.3402200937271118,2.364861011505127
115,9012.189453125,8739.362630251475,15439.578323364258,0.01765468530356884,13.525810241699219,0.2364886850118637,3.325096845626831
116,10074.2705078125,8806.108024129526,16596.437923431396,0.0005878639058209956,13.526084899902344,0.15462858974933624,2.7593719959259033
117,9898.0810546875,8860.706675657424,16069.190437316895,0.02484983392059803,13.525859832763672,0.32041311264038086,3.252254009246826
118,9020.2392578125,8868.683304765178,15422.988450050354,0.030096378177404404,13.526381492614746,0.3726918697357178,3.7791202068328857
119,10869.7705078125,8968.737664917544,17837.774829864502,-0.002919168444350362,13.526076316833496,0.18488502502441406,2.7773990631103516
120,8716.6875,8956.135156671668,14443.275594711304,0.019836224615573883,13.526345252990723,0.2374989539384842,2.4297220706939697
121,8482.0517578125,8932.43098672871,13781.948043823242,-0.009270982816815376,13.526206016540527,0.3101249039173126,2.9199910163879395
122,8919.0556640625,8931.7622205954,15015.65622138977,0.03951529413461685,13.526195526123047,0.3666623830795288,2.828855037689209
123,9535.9189453125,8961.970056831255,15817.936564445496,0.017908163368701935,13.52667236328125,0.21865727007389069,3.7585809230804443
124,9852.8974609375,9006.516427036566,16256.283800125122,0.00436262134462595,13.5265474319458,0.23615075647830963,3.080972909927368
125,9134.0810546875,9012.89465841911,14667.500204086304,0.013512191362679005,13.52634048461914,0.26555904746055603,2.7048850059509277
126,8199.6865234375,8972.234251670028,13780.958473205566,-0.02340257726609707,13.526470184326172,0.2972221076488495,2.0371036529541016
127,9201.4306640625,8983.69407228965,15470.92012310028,0.021626673638820648,13.527270317077637,0.1886279284954071,2.4099903106689453
128,9146.0791015625,8991.813323753293,14769.543234825134,-0.013598165474832058,13.527301788330078,0.24045729637145996,2.0161101818084717
129,8660.3486328125,8975.240089206252,13764.753658294678,-0.02298576384782791,13.527229309082031,0.4134802222251892,2.1918530464172363
130,8230.234375,8937.989803495939,13660.626295089722,0.030826415866613388,13.527714729309082,0.40628936886787415,1.9550971984863281
131,7424.8310546875,8862.331866055516,12445.900611877441,-0.020281611010432243,13.527422904968262,0.2571166157722473,2.6563432216644287
132,9498.607421875,8894.145643846488,15882.547857284546,0.004854879342019558,13.527592658996582,0.3025861084461212,2.1585540771484375
133,7353.2802734375,8817.102375326038,12558.338275909424,0.002145481063053012,13.527641296386719,0.19223953783512115,1.8997418880462646
134,7453.732421875,8748.933877653486,12811.883514404297,-0.014695615507662296,13.527556419372559,0.42653748393058777,1.824563980102539
135,8686.7802734375,8745.826197442686,14664.957052230835,0.010188055224716663,13.527953147888184,0.2929728031158447,1.7757980823516846
136,9983.083984375,8807.689086789302,16081.988931655884,-0.021799221634864807,13.527246475219727,0.31016233563423157,1.9320409297943115
137,9613.3544921875,8847.97235705921,15430.8880443573,-0.015800751745700836,13.527719497680664,0.2394932359457016,1.9570369720458984
138,9937.4130859375,8902.444393503125,16015.059126615524,0.007819481194019318,13.52770709991455,0.32423487305641174,2.058751106262207
139,9035.083984375,8909.076373046719,14687.594984054565,0.00929250754415989,13.527702331542969,0.1565800905227661,2.1414389610290527
140,7932.400390625,8860.242573925632,13391.716533660889,0.0027177620213478804,13.527663230895996,0.2686220407485962,1.9130859375
141,8643.76171875,8849.41853116685,14692.967266082764,-0.0015845107845962048,13.527897834777832,0.2959265112876892,1.9633631706237793
142,8650.640625,8839.479635858508,14483.786115646362,-0.008165798150002956,13.527436256408691,0.24920505285263062,1.9669389724731445
143,9773.4296875,8886.177138440582,16250.72957611084,-0.00894725788384676,13.52773666381836,0.35102108120918274,1.9889070987701416
144,11411.712890625,9012.453926049802,18886.135723114014,0.01839522272348404,13.527518272399902,0.2996126413345337,2.0019383430480957
145,9920.9287109375,9057.877665294187,16128.396976470947,0.0036200047470629215,13.527502059936523,0.27050942182540894,1.9936871528625488
146,8880.9140625,9049.029485154479,14865.29817199707,0.012881593778729439,13.527731895446777,0.2414868175983429,1.9567477703094482
147,8045.98486328125,8998.877254060817,13009.743003845215,0.002207536716014147,13.527910232543945,0.4206237494945526,1.9488940238952637
148,10426.91796875,9070.279289795275,17454.695274353027,-0.011444062925875187,13.527576446533203,0.1604418009519577,2.136871099472046
149,8296.3310546875,9031.581878039886,14089.934505462646,-0.005599307827651501,13.527631759643555,0.14727316796779633,2.978381633758545
150,9380.6337890625,9049.034473591015,15875.636790275574,-0.008948707953095436,13.527727127075195,0.23564623296260834,2.106926202774048
151,9906.47265625,9091.906382723964,15865.94394493103,-0.010774192400276661,13.527739524841309,0.3291635811328888,2.245267868041992
152,8797.38671875,9077.180399525265,14681.27798652649,-0.0013743973104283214,13.527631759643555,0.205317884683609,3.122753858566284
153,9211.5302734375,9083.897893220876,15169.882962226868,0.015082979574799538,13.527745246887207,0.2919508218765259,3.238572120666504
154,7530.65771484375,9006.23588430202,12702.980869293213,0.011230163276195526,13.527728080749512,0.29971206188201904,2.184497833251953
155,7575.93310546875,8934.720745360355,12786.757776260376,-0.013317184522747993,13.527795791625977,0.2435581237077713,1.9503049850463867
156,9008.7578125,8938.422598717338,14778.47671508789,-0.019910775125026703,13.527804374694824,0.28058791160583496,1.930945873260498
157,7372.55517578125,8860.129227570533,12636.927292823792,0.026113567873835564,13.527762413024902,0.4509199559688568,2.1123037338256836
158,11547.2197265625,8994.483752520131,18933.13757419586,0.0010243415599688888,13.52777099609375,0.27814286947250366,2.400754928588867
159,9295.9287109375,9009.556000441,15658.106246948242,0.0072382353246212006,13.527704238891602,0.17795784771442413,2.128727912902832
160,7626.87841796875,8940.422121317388,13067.367210388184,-0.030290890485048294,13.527688980102539,0.2799123227596283,2.032132148742676
161,8498.462890625,8918.32415978277,13507.225160598755,0.027493886649608612,13.5277099609375,0.3201766312122345,2.2632882595062256
162,8376.9326171875,8891.254582653004,13803.102827072144,-0.010092334821820259,13.527897834777832,0.38762518763542175,2.0622363090515137
163,8772.4013671875,8885.311921879727,14276.99997329712,0.011908425949513912,13.527900695800781,0.26911717653274536,1.9728641510009766
164,9704.66796875,8926.279724223241,15764.409162521362,0.005073556676506996,13.527735710144043,0.3072513937950134,1.970736026763916
165,8630.80078125,8911.505777074579,14409.068176269531,0.01857749931514263,13.527774810791016,0.3623887598514557,2.033885955810547
166,8255.5107421875,8878.706025330224,14089.199407100677,0.007646083831787109,13.527968406677246,0.2158850133419037,1.9738578796386719
167,10932.1103515625,8981.376241641838,18198.237758636475,-0.013356809504330158,13.527776718139648,0.20772473514080048,1.9648840427398682
168,8790.1220703125,8971.81353307537,14075.211479187012,0.01287806499749422,13.527900695800781,0.4042215943336487,2.0385570526123047
169,8450.8603515625,8945.765873999728,14440.485191345215,0.0006015968392603099,13.527922630310059,0.16593395173549652,1.9376881122589111
170,9879.5498046875,8992.455070534115,16497.452547073364,-0.01566421426832676,13.528095245361328,0.24044938385486603,2.07545804977417
171,8011.38232421875,8943.401433218347,12967.440950393677,-0.01782876066863537,13.52810287475586,0.3104579746723175,2.0612261295318604
172,8929.984375,8942.730580307429,14962.072078704834,0.01569169946014881,13.527968406677246,0.23846322298049927,2.113502025604248
173,9127.9267578125,8951.990389182682,14843.10906124115,-0.011882638558745384,13.527983665466309,0.2620599567890167,1.8634440898895264
174,8201.5341796875,8914.467578707923,14003.762421905994,-0.02832026407122612,13.528079986572266,0.2995853126049042,1.8576598167419434
175,7338.96337890625,8835.69236871784,12647.07759475708,-0.003945865668356419,13.528045654296875,0.13108496367931366,1.9093549251556396
176,8652.8564453125,8826.550572547572,14348.107444763184,0.0013994121691212058,13.52784538269043,0.2878666818141937,1.821608066558838
177,7087.96923828125,8739.621505834257,11905.66392159462,-0.0279250331223011,13.527857780456543,0.2915005385875702,1.9083340167999268
178,8308.5791015625,8718.069385620669,13304.06745147705,-0.007739114575088024,13.527822494506836,0.2299424111843109,1.921497106552124
179,9825.2734375,8773.429588214634,15938.270648956299,-0.0023563671857118607,13.527706146240234,0.18011699616909027,1.9780621528625488
180,8820.9365234375,8775.804934975777,15064.863571166992,-0.010470828972756863,13.527673721313477,0.2733484208583832,2.1760900020599365
181,9337.4921875,8803.889297601987,15965.138805389404,-0.014641151763498783,13.527563095092773,0.39266031980514526,2.06567120552063
182,9427.4560546875,8835.067635456262,15560.41202545166,0.009607400745153427,13.527549743652344,0.3078729212284088,2.1422817707061768
183,7665.38427734375,8776.583467550638,12564.523149490356,0.02304808609187603,13.527364730834961,0.3375939428806305,1.9956212043762207
184,9418.0234375,8808.655466048105,15568.081321716309,0.0013423728523775935,13.527400016784668,0.3056660592556,1.9500679969787598
185,7776.06787109375,8757.026086300388,12786.439859390259,-0.012291240505874157,13.527413368225098,0.25254422426223755,1.9737579822540283
186,8568.9755859375,8747.623561282244,13866.221508026123,-0.009099636226892471,13.527348518371582,0.36640000343322754,2.016900062561035
187,9969.5126953125,8808.718017983758,16361.069129943848,-0.016622476279735565,13.527257919311523,0.5225675702095032,2.0063769817352295
188,9412.962890625,8838.930261615818,14983.452095031738,0.022344112396240234,13.52719497680664,0.43367433547973633,1.9066548347473145
189,9657.0107421875,8879.834285644401,15538.081317901611,0.005211391486227512,13.527205467224121,0.23004624247550964,1.9253051280975342
190,9520.697265625,8911.877434643431,16435.13721370697,-0.00862804427742958,13.52712631225586,0.39147695899009705,2.011622905731201
191,11215.849609375,9027.07604338001,18487.99057006836,-1.8100738088833168e-05,13.5271577835083,0.1999647319316864,1.924138069152832
192,8690.201171875,9010.23229980476,13659.759305000305,-0.01932341605424881,13.527029037475586,0.36507782340049744,1.8716211318969727
193,8851.537109375,9002.29754028327,14372.382289409637,0.02179332822561264,13.526988983154297,0.28609323501586914,1.9194910526275635
194,8367.9287109375,8970.57909881598,13742.92680311203,0.010477475821971893,13.527003288269043,0.2586766183376312,1.9631931781768799
195,9346.908203125,8989.395554031431,14866.835098266602,0.020690565928816795,13.52695083618164,0.3391210734844208,1.8801870346069336
196,8772.3603515625,8978.543793907984,14721.055404663086,-0.0058761597611010075,13.526956558227539,0.17558316886425018,1.993257999420166
197,8242.64453125,8941.748830775085,13697.219212532043,0.030439844354987144,13.527019500732422,0.4015134274959564,1.8023710250854492
198,8762.5341796875,8932.788098220704,14691.401294708252,-0.018144827336072922,13.527063369750977,0.2221025675535202,2.0897929668426514
199,9695.1259765625,8970.904992137794,15358.468417167664,-0.042675867676734924,13.527117729187012,0.5641816854476929,1.908560037612915
200,9698.5029296875,9007.284889015278,14967.571908473969,0.028897725045681,13.526996612548828,0.3740730285644531,2.006424903869629
201,8110.98779296875,8962.47003421295,13993.889892578125,0.0063835810869932175,13.527021408081055,0.18133261799812317,2.085793972015381
202,7938.65283203125,8911.279174103865,13209.254231452942,0.01166175864636898,13.527070045471191,0.2112995684146881,2.0011329650878906
203,8211.8232421875,8876.306377508046,13581.119352340698,0.031701430678367615,13.527134895324707,0.34686920046806335,1.895146131515503
204,8562.4775390625,8860.614935585769,13960.529731750488,0.004101171623915434,13.527118682861328,0.3543117642402649,1.8914079666137695
205,8756.1708984375,8855.392733728355,14083.615706443787,-0.009802150540053844,13.527240753173828,0.2558278441429138,1.8912467956542969
206,7678.3623046875,8796.541212276312,12508.12542796135,0.01569245383143425,13.527263641357422,0.33304810523986816,2.025559186935425
207,8898.3720703125,8801.632755178121,14783.687247514725,0.014305906370282173,13.527304649353027,0.3076381981372833,1.9153401851654053
208,7332.408203125,8728.171527575465,12464.694985866547,0.021388787776231766,13.527356147766113,0.3090023994445801,1.9549570083618164
209,7068.29248046875,8645.177575220128,11296.184364318848,0.020373286679387093,13.527493476867676,0.29782626032829285,2.2181577682495117
210,7825.23095703125,8604.180244310683,13402.29080581665,-0.018981942906975746,13.527595520019531,0.271205335855484,1.9296257495880127
211,8006.0517578125,8574.273819985774,13090.484216690063,-0.008245382457971573,13.527669906616211,0.2526804804801941,1.9019720554351807
212,8398.6689453125,8565.49357625211,13858.537492752075,-0.031723279505968094,13.52769660949707,0.3117932677268982,1.9151382446289062
213,8266.4140625,8550.539600564505,12926.762230157852,-0.003012638073414564,13.527731895446777,0.3269793689250946,1.9757657051086426
214,8856.0537109375,8565.815306083154,14856.314401626587,0.02832290716469288,13.527719497680664,0.3110038638114929,1.8388581275939941
215,8169.28564453125,8545.988823005559,13654.951778411865,-0.0023721028119325638,13.527753829956055,0.13468819856643677,2.0311481952667236
216,9933.748046875,8615.37678419903,16362.112996578217,-0.0029487418942153454,13.527822494506836,0.35154035687446594,1.9404399394989014
217,9470.6357421875,8658.139732098454,16064.822603225708,0.006218833848834038,13.527823448181152,0.23205040395259857,1.957292079925537
218,9068.501953125,8678.657843149782,15094.638145446777,-0.0023951816838234663,13.527850151062012,0.32552453875541687,1.8916211128234863
219,9442.0458984375,8716.827245914168,15102.685773849487,0.021346312016248703,13.5278902053833,0.4732767939567566,1.9142787456512451
220,7323.06103515625,8647.138935376272,12155.610555171967,0.002538347151130438,13.52791976928711,0.46966034173965454,1.8815979957580566
221,9305.650390625,8680.064508138708,15336.377616882324,-0.006932153832167387,13.52801513671875,0.11924407631158829,1.9042093753814697
222,8727.857421875,8682.454153825523,14662.948519706726,-0.0097397705540061,13.528050422668457,0.3604089617729187,1.845871925354004
223,9388.3544921875,8717.749170743622,15218.370050430298,0.008418512530624866,13.528077125549316,0.16015078127384186,1.9452300071716309
224,8275.23046875,8695.623235643941,13297.885657310486,0.011035471223294735,13.528118133544922,0.39914125204086304,1.9210841655731201
225,7233.947265625,8622.539437142994,11551.64246749878,-0.010420551523566246,13.528120040893555,0.2669469714164734,1.9799561500549316
226,8959.5458984375,8639.38976020772,14746.831657409668,-0.004734516143798828,13.528231620788574,0.39171019196510315,1.9007532596588135
227,8363.9853515625,8625.619539775458,13808.355436325073,0.020578842610120773,13.528246879577637,0.37094154953956604,1.9373528957366943
228,9087.8984375,8648.733484661685,14953.351518630981,-0.02527119591832161,13.5282564163208,0.27859389781951904,1.9659209251403809
229,7493.20703125,8590.9571619911,12910.961044311523,-0.015235338360071182,13.528288841247559,0.3882497549057007,2.0011019706726074
