episode,G_train,G_val,total_rate_ep,loss_actor,loss_critic,loss_total,entropy,advantage_mean,advantage_std,grad_norm,duration_sec
18,52.29207992553711,,82.73183536529541,0.0073220920749008656,1236.75048828125,618.2471923828125,13.535832405090332,-1.4305114426349519e-08,0.9999999403953552,33.20127868652344,46.299339056015015
19,16.95314598083496,,38.535460472106934,0.016229476779699326,554.8214111328125,277.2915954589844,13.53582763671875,-2.914667049935815e-07,1.0,23.307802200317383,48.702646017074585
20,31.351221084594727,27.176626205444336,35.54702663421631,-0.004123592283576727,71.88180541992188,35.801422119140625,13.535832405090332,2.2649764730431343e-08,0.9999999403953552,4.767908573150635,53.24081802368164
21,60.21495819091797,,98.63913011550903,0.01542164757847786,2384.7158203125,1192.2379150390625,13.535804748535156,3.33786012163273e-08,0.9999999403953552,42.02386474609375,55.25865197181702
22,95.91819763183594,,161.89993333816528,-0.011176986619830132,5247.88671875,2623.796875,13.535783767700195,1.668930060816365e-08,1.0,72.19503784179688,57.36930584907532
23,25.531402587890625,,47.18051862716675,-0.006212281994521618,641.8726196289062,320.79473876953125,13.535757064819336,-1.0728835775353218e-07,0.9999999403953552,23.52831268310547,60.20241403579712
24,18.61246109008789,,29.565296173095703,-0.0040193842723965645,247.56996154785156,123.64559936523438,13.535733222961426,9.536743306171047e-08,1.0000001192092896,11.89568042755127,62.1862690448761
25,20.398645401000977,,41.192237854003906,-0.0005457877996377647,560.2093505859375,279.9687805175781,13.535715103149414,1.4305114426349519e-08,1.0,22.526023864746094,64.1018419265747
26,59.147586822509766,,114.62086582183838,-0.0008928871247917414,3761.3193359375,1880.5234375,13.535693168640137,-1.1026859425555813e-07,1.0000001192092896,60.36614990234375,66.11190104484558
27,16.739152908325195,,29.233166694641113,-0.01057947613298893,215.8446502685547,107.7763900756836,13.535675048828125,4.172325152040912e-09,0.9999999403953552,13.56100845336914,68.12443208694458
28,0.0,,0.0,-0.0,0.011043163947761059,-0.1298348754644394,13.535645484924316,0.0,0.0,0.11349664628505707,70.14326214790344
29,20.664690017700195,,25.24731731414795,0.009687414392828941,66.58969116210938,33.16917419433594,13.535618782043457,2.324581060975106e-08,1.0,5.075559139251709,72.27673697471619
30,105.96507263183594,46.55697250366211,166.7625904083252,-0.018024004995822906,6314.0439453125,3156.86865234375,13.53564167022705,4.410743770222325e-08,0.9999999403953552,66.70922088623047,77.08173704147339
31,9.431731224060059,,21.606933116912842,-0.01704990305006504,154.33099365234375,77.01309204101562,13.535654067993164,-8.583069188716763e-08,1.0,13.151819229125977,79.26823782920837
32,24.925525665283203,,32.22524356842041,0.0011406231205910444,181.02882385253906,90.38020324707031,13.53564453125,-5.3048132997446373e-08,0.9999998807907104,8.054487228393555,81.23815202713013
33,27.53306007385254,,50.494253158569336,0.0014369392301887274,667.44287109375,333.5875244140625,13.535639762878418,9.417534130307104e-08,1.0,25.03191375732422,83.33537697792053
34,14.638799667358398,,20.94257402420044,-0.0005136203835718334,111.49185180664062,55.61005401611328,13.535634994506836,1.7881394143159923e-08,0.9999999403953552,6.8680100440979,85.35358190536499
35,46.31770706176758,,81.38947105407715,-0.004341478459537029,1827.270751953125,913.4956665039062,13.535632133483887,-1.1146068601419756e-07,1.0,38.41316223144531,87.38404893875122
36,21.69583511352539,,41.86559724807739,-0.003944549709558487,577.3961181640625,288.55877685546875,13.535627365112305,-1.7285346487483366e-08,0.9999999403953552,21.987098693847656,89.43560194969177
37,32.953739166259766,,49.16856861114502,-0.0044096470810472965,464.6175842285156,232.1690216064453,13.535618782043457,-2.9802322387695312e-08,1.0,17.83596420288086,91.5375771522522
38,54.056095123291016,,101.65456676483154,-0.003634662600234151,2460.56640625,1230.1441650390625,13.535609245300293,-2.7894972731701273e-07,0.9999999403953552,52.200775146484375,93.60000014305115
39,43.517642974853516,,73.7521858215332,-0.004855918698012829,1058.03271484375,528.8760986328125,13.535595893859863,3.814697180359872e-08,0.9999999403953552,33.250099182128906,95.53801798820496
40,4.971428394317627,8.540678977966309,8.640631675720215,0.006260576192289591,24.438337326049805,12.090073585510254,13.535578727722168,-1.19209286886246e-09,0.9999999403953552,3.908298969268799,99.43244194984436
41,46.29875564575195,,77.74791479110718,-0.020909996703267097,1640.6806640625,820.1840209960938,13.535597801208496,-7.1525572131747595e-09,0.9999999403953552,34.52516555786133,101.53456902503967
42,45.541378021240234,,82.38468742370605,-0.011901158839464188,1821.31005859375,910.5077514648438,13.535609245300293,-1.668930060816365e-08,0.9999999403953552,40.031639099121094,103.55490112304688
43,48.244102478027344,,76.0799789428711,0.00613761879503727,1122.9658203125,561.3536987304688,13.535608291625977,-8.940697071579962e-09,0.9999998807907104,30.394203186035156,105.45526790618896
44,17.927865982055664,,25.247448921203613,-0.0015488243661820889,112.30572509765625,56.01595687866211,13.53561019897461,-2.5033950024067053e-08,1.0,7.972238063812256,107.44781494140625
45,0.0,,0.0,-0.0,0.017309553921222687,-0.1267012655735016,13.535604476928711,0.0,0.0,0.14221474528312683,109.36840295791626
46,37.26721954345703,,48.84011888504028,-0.00188360211905092,351.9030456542969,175.8142852783203,13.535602569580078,6.19888282926695e-08,0.9999999403953552,12.787385940551758,111.34105682373047
47,39.14961624145508,,75.74331855773926,-0.0043283747509121895,1465.4490966796875,732.5848388671875,13.535600662231445,8.463859302310084e-08,0.9999999403953552,39.926361083984375,113.24826097488403
48,58.715553283691406,,101.32760000228882,-0.011393270455300808,2884.01123046875,1441.85888671875,13.535595893859863,-4.231929651155042e-08,1.0,46.71648025512695,115.17892694473267
49,87.01669311523438,,132.54751777648926,-0.009989337995648384,3917.61181640625,1958.6605224609375,13.535591125488281,4.1127204752910984e-08,1.0,50.248626708984375,117.22688603401184
50,24.23793601989746,49.09421920776367,32.88966464996338,0.006060504820197821,231.02420043945312,115.38280487060547,13.53558349609375,-1.4901161193847656e-08,1.0,9.526449203491211,121.15685486793518
51,36.948368072509766,,53.158955574035645,-0.017551535740494728,402.6189880371094,201.15658569335938,13.535593032836914,-4.7683716530855236e-08,1.0,17.90731430053711,123.52037692070007
52,5.5269856452941895,,14.948721885681152,0.0030814551282674074,94.59262084960938,47.16403579711914,13.535575866699219,1.8656254496818292e-07,0.9999999403953552,10.183055877685547,125.51877093315125
53,27.153844833374023,,55.16285943984985,-0.0027712059672921896,889.7142333984375,444.718994140625,13.535566329956055,-5.841255301675119e-08,1.0,30.78706169128418,127.48458290100098
54,17.091257095336914,,23.586779594421387,-0.005121040157973766,81.68408203125,40.70156478881836,13.535552024841309,1.668930060816365e-08,1.0,7.146312236785889,129.5993230342865
55,6.64312219619751,,9.635406494140625,-0.004308738745748997,24.049745559692383,11.885209083557129,13.535544395446777,2.562999767974361e-08,1.0,3.2164077758789062,131.63389611244202
56,50.594547271728516,,109.2996940612793,-0.0052061364986002445,3855.669921875,1927.6943359375,13.535534858703613,-2.646446262133395e-07,1.0,64.79425048828125,133.6335048675537
57,38.65330123901367,,89.45896744728088,-0.024603547528386116,2897.54833984375,1448.6141357421875,13.5355224609375,-1.0728835775353218e-07,0.9999999403953552,56.08423614501953,135.5059630870819
58,16.298105239868164,,20.271202564239502,-0.0004729080246761441,64.29609680175781,32.0122184753418,13.535505294799805,7.5101851848558e-08,0.9999998807907104,4.3697190284729,137.39359712600708
59,44.539546966552734,,71.76928997039795,-0.000741443654987961,1098.5244140625,549.1260986328125,13.5354642868042,4.5299529460862686e-08,1.0,30.165189743041992,139.4608039855957
60,30.826419830322266,47.04307556152344,66.13595867156982,0.01946890912950039,1543.634521484375,771.7013549804688,13.535429954528809,1.0162592189999486e-07,0.9999999403953552,38.927425384521484,143.2525908946991
61,45.79543685913086,,60.48220491409302,0.006696147844195366,667.1470336914062,333.4448547363281,13.535409927368164,1.2516975012033527e-08,0.9999999403953552,16.479372024536133,145.24363899230957
62,23.233976364135742,,34.54968452453613,0.011423778720200062,204.61839294433594,102.18526458740234,13.535390853881836,7.867813422990366e-08,1.0000001192092896,12.543791770935059,147.17932295799255
63,67.67302703857422,,106.85286474227905,-0.0006467437488026917,2376.264404296875,1187.9962158203125,13.535383224487305,3.5762788286319847e-08,0.9999998807907104,43.779903411865234,149.1700918674469
64,20.746213912963867,,37.53860569000244,0.008205985650420189,435.8075256347656,217.776611328125,13.535379409790039,-8.702278364580707e-08,1.0,18.60767936706543,151.10930585861206
65,28.446992874145508,,54.14856243133545,-0.009175214916467667,908.693115234375,454.2020263671875,13.535386085510254,-3.099441414633475e-08,0.9999999403953552,28.578420639038086,153.12041902542114
66,57.36239242553711,,81.05685424804688,0.00270811072550714,1207.970458984375,603.8525390625,13.535386085510254,9.95397542169485e-08,1.0,26.764211654663086,155.423663854599
67,34.13715362548828,,59.468382835388184,-0.01759706437587738,815.5448608398438,407.6194763183594,13.535387992858887,2.2292137202839513e-07,1.0,28.181779861450195,157.36100101470947
68,32.556453704833984,,67.44406986236572,0.004772186279296875,1349.6021728515625,674.6704711914062,13.535383224487305,1.5497207073167374e-07,0.9999999403953552,38.77787780761719,159.2935130596161
69,27.000377655029297,,55.485384464263916,-0.010046958923339844,964.8973388671875,482.30328369140625,13.535381317138672,-7.450580596923828e-08,0.9999999403953552,31.682144165039062,161.227637052536
70,57.77460479736328,14.59548282623291,99.66698455810547,0.014026889577507973,2071.03369140625,1035.3955078125,13.53537368774414,-4.410743770222325e-08,0.9999999403953552,46.9541015625,164.883446931839
71,72.64236450195312,,109.96241760253906,0.00046490668319165707,2050.882568359375,1025.306396484375,13.535372734069824,-1.7881394143159923e-08,1.0,42.11250686645508,166.85939002037048
72,11.236237525939941,,24.25083065032959,-0.014734477736055851,183.2863311767578,91.49308013916016,13.53537368774414,-7.98702259885431e-08,0.9999999403953552,14.4340181350708,168.74018907546997
73,24.091796875,,29.565321922302246,0.0015609931433573365,130.6957244873047,65.21407318115234,13.535360336303711,-4.2915345943583816e-08,0.9999999403953552,6.18733549118042,170.66930294036865
74,18.713897705078125,,21.926325798034668,0.004579086322337389,34.87688064575195,17.307666778564453,13.535351753234863,-7.1525572131747595e-09,1.0,3.6206777095794678,172.5616648197174
75,7.064522743225098,,15.945277214050293,-0.006977586541324854,100.1380844116211,49.92671203613281,13.535365104675293,-3.6358834165639564e-08,0.9999999403953552,9.82662582397461,174.4747757911682
76,102.35082244873047,,149.95972204208374,0.004155273549258709,4088.56396484375,2044.1507568359375,13.535365104675293,-6.556511067401516e-08,0.9999999403953552,54.30167007446289,176.66878294944763
77,38.228878021240234,,56.81403875350952,0.008799276314675808,648.108642578125,323.9277648925781,13.535365104675293,5.3048132997446373e-08,1.0,21.09564781188965,178.57024693489075
78,51.64848327636719,,59.46554088592529,0.01315855048596859,177.68881225585938,88.72221374511719,13.535348892211914,-5.0067900048134106e-08,0.9999999403953552,9.181232452392578,180.759094953537
79,56.4901237487793,,97.00130462646484,-0.02473638579249382,2307.797119140625,1153.7384033203125,13.535387992858887,-2.9802322387695312e-08,0.9999999403953552,46.12816619873047,182.83453512191772
80,59.933380126953125,41.13066482543945,117.93127346038818,-0.007338790688663721,3747.703857421875,1873.709228515625,13.53539752960205,7.390976008991856e-08,0.9999999403953552,65.87360382080078,186.70227479934692
81,28.768505096435547,,45.842787742614746,-0.007148475851863623,418.665283203125,209.1901397705078,13.535405158996582,-9.894370833762878e-08,0.9999999403953552,19.405071258544922,189.30470204353333
82,6.607222557067871,,12.955700874328613,-0.015080166049301624,60.57217788696289,30.13565444946289,13.535405158996582,-1.662969566496031e-07,1.0000001192092896,7.056033134460449,191.30324006080627
83,63.12349319458008,,86.05151414871216,-0.003826045896857977,1085.1484375,542.4349975585938,13.535378456115723,-6.079673653403006e-08,0.9999999403953552,26.4822998046875,193.31341910362244
84,29.717662811279297,,56.14130210876465,-0.006916293874382973,762.7223510742188,381.2189025878906,13.535351753234863,-8.344650304081824e-09,1.0,30.103322982788086,195.94015192985535
85,35.71070861816406,,67.12126731872559,-0.0018141365144401789,1083.6409912109375,541.6832885742188,13.535329818725586,7.748603536583687e-08,1.0,35.881629943847656,198.00964903831482
86,52.01869201660156,,90.78019666671753,-0.01042314525693655,2141.167236328125,1070.4378662109375,13.535307884216309,1.3709068547029801e-08,0.9999998807907104,44.478477478027344,200.21562099456787
87,111.10736846923828,,192.37795782089233,-0.00216504093259573,8547.9990234375,4273.8623046875,13.535283088684082,3.993511299427155e-08,0.9999999403953552,93.63953399658203,202.26026892662048
88,20.457443237304688,,35.88077449798584,0.015027828514575958,415.7872619628906,207.7733154296875,13.535264015197754,-5.9604643443123e-10,0.9999999403953552,17.615610122680664,204.5389211177826
89,45.12232208251953,,54.82378053665161,-0.00034466743818484247,382.6288146972656,191.1787109375,13.535253524780273,5.125999535948722e-08,1.0000001192092896,11.392403602600098,206.66982793807983
90,88.51543426513672,43.118465423583984,146.84303522109985,0.015769271180033684,4751.89404296875,2375.82763671875,13.535248756408691,5.364418242947977e-09,1.0,67.5177001953125,210.45404887199402
91,19.164316177368164,,23.586779594421387,-0.001521797152236104,88.87339782714844,44.29982376098633,13.535247802734375,1.3113021779531664e-08,0.9999999403953552,5.0708441734313965,212.44310998916626
92,25.99039077758789,,44.52955198287964,0.0003276443458162248,390.774658203125,195.25230407714844,13.535242080688477,-5.960464477539063e-08,0.9999999403953552,21.34528160095215,214.5411500930786
93,6.370704650878906,,13.952187538146973,0.006977615412324667,74.95455169677734,37.348899841308594,13.535236358642578,0.0,1.0,8.561331748962402,216.69782495498657
94,46.18165588378906,,81.73408365249634,-0.0033033275976777077,1719.4765625,859.599609375,13.535238265991211,-1.609325472884393e-08,0.9999999403953552,41.254150390625,218.8645269870758
95,14.62932300567627,,28.568760871887207,0.005001554265618324,293.2914123535156,146.51536560058594,13.535240173339844,2.38418573772492e-09,1.0,15.995267868041992,220.80264902114868
96,122.62945556640625,,185.37007522583008,-0.00023614882957190275,5634.59375,2817.161376953125,13.535243034362793,-5.7220457705398076e-08,1.0,73.4958267211914,223.0024139881134
97,72.65936279296875,,129.8883399963379,0.0008957576937973499,4545.24267578125,2272.487060546875,13.535243034362793,3.516673885428645e-08,0.9999999403953552,66.64640808105469,225.1380591392517
98,44.54514694213867,,68.10619735717773,-0.02746223472058773,931.1824951171875,465.4284362792969,13.535244941711426,3.7550925924279e-08,1.0,27.509746551513672,227.16049695014954
99,19.378887176513672,,44.52926683425903,-0.007528324145823717,685.6011962890625,342.65771484375,13.535236358642578,-2.3722648734292306e-07,0.9999999403953552,29.084487915039062,229.18949580192566
100,39.60661315917969,11.643292427062988,76.73925971984863,0.0024059200659394264,1636.36474609375,818.0493774414062,13.535229682922363,5.125999535948722e-08,1.0,43.21128463745117,233.54502892494202
101,57.20188522338867,,90.69030284881592,-0.004807376768440008,1448.6907958984375,724.2052001953125,13.535222053527832,-1.2814999195143173e-07,0.9999999403953552,39.24435806274414,236.51604580879211
102,31.253103256225586,,55.14454460144043,-0.021323567256331444,758.462646484375,379.07464599609375,13.535212516784668,7.390976008991856e-08,1.0,27.84691047668457,238.42603611946106
103,16.740297317504883,,28.579699993133545,-0.003573513124138117,238.77134704589844,119.24674987792969,13.535202980041504,-3.993511299427155e-08,0.9999999403953552,13.712592124938965,240.37001299858093
104,44.04006576538086,,90.71836805343628,0.004480867180973291,2437.266357421875,1218.5023193359375,13.53519058227539,-3.5762788286319847e-08,1.0,54.5267448425293,242.77688884735107
105,66.21405029296875,,97.01131677627563,0.0020494938362389803,1600.48193359375,800.107666015625,13.535179138183594,-7.1525572131747595e-09,0.9999999403953552,36.35926818847656,245.14421105384827
106,28.993223190307617,,48.501933097839355,0.01060204952955246,576.4204711914062,288.0854797363281,13.535168647766113,-3.695488004495928e-08,0.9999999403953552,22.823081970214844,247.91207194328308
107,24.25074005126953,,41.1923303604126,-0.0019177055219188333,378.48126220703125,189.10336303710938,13.535165786743164,-9.179115068036481e-08,0.9999999403953552,19.788333892822266,250.2014880180359
108,19.29718589782715,,37.87077808380127,-0.006902465596795082,469.3255615234375,234.52053833007812,13.535163879394531,-5.0067900048134106e-08,1.0,21.64874267578125,252.26911902427673
109,33.1727294921875,,68.78259420394897,-0.002730789128690958,1515.385009765625,757.5543823242188,13.53515338897705,-1.4841556605915684e-07,0.9999999403953552,41.714317321777344,254.22543907165527
110,34.423500061035156,29.97459602355957,54.81277847290039,-0.002096109325066209,586.4628295898438,293.0939636230469,13.535148620605469,3.933906711495183e-08,1.0,23.978923797607422,257.9750270843506
111,13.43842887878418,,22.259936332702637,0.0023733614943921566,89.73009490966797,44.7320671081543,13.535143852233887,1.1563301427486294e-07,1.0,10.239913940429688,260.2272629737854
112,26.7458553314209,,39.863746643066406,0.014874467626214027,302.6314392089844,151.19525146484375,13.535139083862305,-4.7683716530855236e-08,1.0,15.444021224975586,262.1621232032776
113,32.45708084106445,,62.45651340484619,0.002354106865823269,1021.8571166992188,510.7955627441406,13.535141944885254,-1.5556811661099346e-07,1.0,35.25075149536133,263.993381023407
114,6.435055255889893,,13.952187538146973,-0.006158876232802868,74.37295532226562,37.04496383666992,13.535143852233887,-3.695488004495928e-08,1.0000001192092896,8.643760681152344,265.8254370689392
115,12.765937805175781,,23.255425453186035,-0.001146450056694448,127.47400665283203,63.600502014160156,13.535137176513672,7.688998948651715e-08,1.0,12.206558227539062,267.6849970817566
116,10.11054515838623,,23.25440788269043,0.011583251878619194,203.01905822753906,101.38575744628906,13.535137176513672,-6.794929419129403e-08,0.9999999403953552,15.291285514831543,269.62067794799805
117,20.615280151367188,,36.21033477783203,-3.902435128111392e-05,345.03460693359375,172.3819122314453,13.535139083862305,-2.4437904144747336e-08,1.0,18.301877975463867,271.5322871208191
118,28.926481246948242,,50.16218185424805,-0.005681600421667099,601.332275390625,300.5251159667969,13.535139083862305,-4.5299529460862686e-08,1.0,25.025400161743164,273.78643584251404
119,23.872777938842773,,37.53860569000244,0.005567159503698349,253.31117248535156,126.52580261230469,13.535139083862305,-5.900859889607091e-08,1.0,16.093994140625,277.0196690559387
120,60.74820327758789,15.214139938354492,113.61076354980469,-0.009123134426772594,2999.649169921875,1499.6800537109375,13.535143852233887,-1.0848045661759897e-07,1.0000001192092896,62.575660705566406,281.1621639728546
121,102.28810119628906,,164.78560304641724,-0.0017611217917874455,6075.00244140625,3037.3642578125,13.535143852233887,-4.172325152040912e-09,0.9999999403953552,74.41546630859375,283.4759440422058
122,0.0,,0.0,-8.075860977172852,0.04277174174785614,-8.189826011657715,13.535143852233887,-0.5966137051582336,0.0,0.32132765650749207,285.3828480243683
123,44.98614501953125,,60.12709617614746,0.0012133503332734108,541.7567749023438,270.7442626953125,13.535143852233887,3.5762786065873797e-09,1.0,18.09658432006836,287.6676597595215
124,32.73463821411133,,52.824031829833984,-0.0019073486328125,583.0850830078125,291.4053039550781,13.535139083862305,-5.364417887676609e-08,1.0,23.781383514404297,289.9949879646301
125,48.67739486694336,,62.7882776260376,0.011253147386014462,321.69708251953125,160.7244415283203,13.535139083862305,-3.33786012163273e-08,1.0,16.93792724609375,292.9579360485077
126,33.681922912597656,,57.15313482284546,-0.009602337144315243,776.2125244140625,387.9613037109375,13.535139083862305,1.1324882365215672e-08,1.0,27.788036346435547,295.06873989105225
127,6.091143608093262,,9.967226028442383,-0.0026655292604118586,30.05596923828125,14.889967918395996,13.535139083862305,3.993511299427155e-08,0.9999999403953552,4.394644260406494,297.7401177883148
128,57.56678771972656,,93.68510150909424,-0.008412065915763378,2006.3109130859375,1003.0116577148438,13.535137176513672,2.562999767974361e-08,1.0,42.97547912597656,300.5598931312561
129,86.8521957397461,,142.85111045837402,-0.0015360451070591807,4283.17578125,2141.451171875,13.535135269165039,1.23977656585339e-07,0.9999999403953552,66.74775695800781,303.1682651042938
130,153.59153747558594,32.45045852661133,210.29110145568848,-0.006387576926499605,5683.0556640625,2841.38623046875,13.535131454467773,9.53674295089968e-09,0.9999999403953552,68.37303924560547,307.64641404151917
131,61.70104217529297,,88.60485982894897,0.003021669341251254,1356.3243408203125,678.0298461914062,13.535131454467773,-5.06639494801675e-08,1.0,32.19542694091797,310.1986451148987
132,7.5075249671936035,,16.2774658203125,0.011459407396614552,101.73869323730469,50.745452880859375,13.535130500793457,-5.185604123880694e-08,1.0,10.181218147277832,312.47953391075134
133,43.45106506347656,,88.7045669555664,-0.0008423232939094305,2383.054931640625,1191.3912353515625,13.535130500793457,7.748603536583687e-08,1.0,53.62480545043945,314.6934859752655
134,16.600202560424805,,27.572481155395508,0.0018921565497294068,230.80043029785156,115.26675415039062,13.535131454467773,2.8610228852699038e-08,0.9999999403953552,12.902210235595703,317.0270118713379
135,31.99032211303711,,53.151668548583984,-0.005668268073350191,586.298095703125,293.0080261230469,13.535133361816406,1.76429750808893e-07,0.9999999403953552,25.08953857421875,319.3473701477051
136,17.62620735168457,,38.87028503417969,0.01421199832111597,515.0047607421875,257.3812561035156,13.535134315490723,1.9848346255457727e-07,0.9999999403953552,25.020418167114258,321.3753139972687
137,30.173648834228516,,50.49757099151611,0.017173195257782936,512.4382934570312,256.1009826660156,13.535134315490723,2.6822089438383045e-08,1.0,24.080291748046875,323.32019805908203
138,27.6551570892334,,40.86465263366699,0.01013560313731432,244.85757446289062,122.3035659790039,13.535137176513672,2.9802322831784522e-09,0.9999998807907104,15.66303539276123,325.71001982688904
139,53.640342712402344,,81.38870239257812,-0.005822792183607817,1237.2305908203125,618.47412109375,13.535135269165039,6.437301891537572e-08,1.0,33.12299346923828,327.6743540763855
140,88.40837860107422,39.165775299072266,142.18121814727783,0.009151344187557697,3859.958740234375,1929.8531494140625,13.535137176513672,8.940696716308594e-08,0.9999999403953552,64.34266662597656,333.2578299045563
141,39.050811767578125,,55.4981746673584,0.008951682597398758,412.0033874511719,205.87530517578125,13.535137176513672,-3.33786012163273e-08,1.0,19.62007713317871,336.82236409187317
142,52.9577751159668,,68.43250274658203,-0.014998235739767551,696.795166015625,348.24725341796875,13.535139083862305,2.3841858265427618e-08,0.9999999403953552,18.637529373168945,339.28384494781494
143,38.32525634765625,,52.82033729553223,-0.0022362899035215378,435.90936279296875,217.8170928955078,13.535137176513672,-4.5895575340182404e-08,0.9999999403953552,17.310733795166016,342.0396308898926
144,63.38589096069336,,111.28553485870361,0.018407287076115608,2870.3564453125,1435.061279296875,13.535139083862305,1.1920928955078125e-07,1.0,57.024837493896484,345.0281491279602
145,49.767791748046875,,119.60662412643433,-0.005456495098769665,5397.2412109375,2698.47998046875,13.535139083862305,-3.3974647095647015e-08,1.0,82.75199127197266,348.391685962677
146,28.594417572021484,,39.53225517272949,0.0003287601575721055,207.45130920410156,103.59062957763672,13.535139083862305,1.0728836485895954e-08,1.0,13.007625579833984,350.37592101097107
147,48.793067932128906,,77.43196821212769,-0.008138809353113174,977.7223510742188,488.7176818847656,13.535139083862305,-2.7418137094059603e-08,0.9999999403953552,34.12324905395508,352.3874981403351
148,37.257713317871094,,57.47881841659546,-0.004589080810546875,835.46142578125,417.5907897949219,13.535139083862305,-5.06639494801675e-08,0.9999999403953552,24.055500030517578,354.3369469642639
149,0.0,,0.0,-0.0,0.04379984736442566,-0.11345146596431732,13.535139083862305,0.0,0.0,0.2469726949930191,356.3228681087494
150,26.114107131958008,0.0,44.51401615142822,-0.016045179218053818,606.9678955078125,303.3325500488281,13.535139083862305,-8.583069188716763e-08,1.0,21.775131225585938,360.1257791519165
