episode,total_rate_ep,mean_rate_step,policy_loss,value_loss,entropy,grad_norm,lr,duration_sec
1,251.12315273284912,25.112315273284914,-3.1948088690114673e-06,8047.02587890625,64.9057846069336,63.19975662231445,0.00015,3.0997509956359863
2,394.269437789917,39.4269437789917,4.76837158203125e-07,17487.74609375,64.90617370605469,96.2654037475586,0.0,0.5991299152374268
